,Zahlen vom 02.08.2022,vor einer Woche
Neue Fälle,384.0,121.0
Fälle gesamt,124873.0,124051.0
Todesfälle neu,2.0,0.0
Todesfälle gesamt,370.0,368.0
hospitalisierte Patienten,23.0,33.0
davon auf der Intensiv-Station,1.0,1.0
