,Zahlen vom 15.07.2022,vor einer Woche
Neue Fälle,262.0,245.0
Fälle gesamt,122169.0,120590.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,368.0,368.0
hospitalisierte Patienten,34.0,19.0
davon auf der Intensiv-Station,0.0,2.0
