,Zahlen vom 13.12.2021,vor einer Woche
Neue Fälle,776.0,597.0
Fälle gesamt,30232.0,28419.0
Todesfälle neu,0.0,2.0
Todesfälle gesamt,297.0,294.0
hospitalisierte Patienten,45.0,24.0
davon auf der Intensiv-Station,9.0,7.0
