,Zahlen vom 28.10.2021,vor einer Woche
Neue Fälle,47.0,20.0
Fälle gesamt,23311.0,23070.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,284.0,284.0
hospitalisierte Patienten,12.0,9.0
davon auf der Intensiv-Station,3.0,2.0
