,Zahlen vom 16.11.2021,vor einer Woche
Neue Fälle,91.0,0.0
Fälle gesamt,24739.0,23983.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,285.0,285.0
hospitalisierte Patienten,16.0,12.0
davon auf der Intensiv-Station,4.0,4.0
