,Zahlen vom 03.06.2022,vor einer Woche
Neue Fälle,46.0,52.0
Fälle gesamt,116190.0,115982.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,366.0,366.0
hospitalisierte Patienten,7.0,3.0
davon auf der Intensiv-Station,1.0,0.0
