,Zahlen vom 12.04.2022,vor einer Woche
Neue Fälle,169.0,157.0
Fälle gesamt,113171.0,111903.0
Todesfälle neu,0.0,1.0
Todesfälle gesamt,362.0,356.0
hospitalisierte Patienten,23.0,29.0
davon auf der Intensiv-Station,3.0,3.0
