,Zahlen vom 07.03.2022,vor einer Woche
Neue Fälle,3242.0,1643.0
Fälle gesamt,88144.0,80725.0
Todesfälle neu,0.0,3.0
Todesfälle gesamt,342.0,341.0
hospitalisierte Patienten,38.0,30.0
davon auf der Intensiv-Station,4.0,1.0
