,Zahlen vom 15.04.2021,vor einer Woche
Neue Fälle,61,81
Fälle gesamt,15814,15371
Todesfälle neu,0,0
Todesfälle gesamt,263,261
hospitalisierte Patienten ^seit Vortag^,23^-2^,32^0^
davon auf der Intensiv-Station ^seit Vortag^,7^0^,10^+2^
