,Zahlen vom 07.10.2021,vor einer Woche
Neue Fälle,18.0,16.0
Fälle gesamt,22872.0,22752.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,283.0,282.0
hospitalisierte Patienten,7.0,8.0
davon auf der Intensiv-Station,4.0,4.0
