,Zahlen vom 20.07.2022,vor einer Woche
Neue Fälle,254.0,288.0
Fälle gesamt,123142.0,121644.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,368.0,368.0
hospitalisierte Patienten,26.0,33.0
davon auf der Intensiv-Station,1.0,0.0
