,Zahlen vom 30.09.2021,vor einer Woche
Neue Fälle,16.0,23.0
Fälle gesamt,22752.0,22595.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,282.0,281.0
hospitalisierte Patienten,8.0,18.0
davon auf der Intensiv-Station,4.0,9.0
