,Zahlen vom 05.05.2022,vor einer Woche
Neue Fälle,59.0,95.0
Fälle gesamt,115170.0,114719.0
Todesfälle neu,0.0,1.0
Todesfälle gesamt,365.0,365.0
hospitalisierte Patienten,6.0,15.0
davon auf der Intensiv-Station,1.0,0.0
