,Zahlen vom 05.10.2021,vor einer Woche
Neue Fälle,16.0,19.0
Fälle gesamt,22833.0,22710.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,282.0,282.0
hospitalisierte Patienten,7.0,
davon auf der Intensiv-Station,5.0,5.0
