,Zahlen vom 04.01.2022,vor einer Woche
Neue Fälle,555.0,240.0
Fälle gesamt,36908.0,34105.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,312.0,309.0
hospitalisierte Patienten,40.0,44.0
davon auf der Intensiv-Station,14.0,14.0
