,Zahlen vom 10.11.2021,vor einer Woche
Neue Fälle,128.0,90.0
Fälle gesamt,24111.0,23579.0
Todesfälle neu,0.0,1.0
Todesfälle gesamt,285.0,285.0
hospitalisierte Patienten,16.0,10.0
davon auf der Intensiv-Station,5.0,3.0
