,Zahlen vom 21.01.2022,vor einer Woche
Neue Fälle,1168.0,796.0
Fälle gesamt,48828.0,42998.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,321.0,317.0
hospitalisierte Patienten,29.0,28.0
davon auf der Intensiv-Station,10.0,9.0
