,Zahlen vom 22.10.2021,vor einer Woche
Neue Fälle,37.0,10.0
Fälle gesamt,23107.0,22980.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,284.0,283.0
hospitalisierte Patienten,10.0,6.0
davon auf der Intensiv-Station,2.0,2.0
