,Zahlen vom 20.06.2022,vor einer Woche
Neue Fälle,275.0,160.0
Fälle gesamt,117321.0,116660.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,367.0,366.0
hospitalisierte Patienten,9.0,9.0
davon auf der Intensiv-Station,0.0,0.0
