,Zahlen vom 28.04.2022,vor einer Woche
Neue Fälle,95.0,134.0
Fälle gesamt,114719.0,114199.0
Todesfälle neu,1.0,0.0
Todesfälle gesamt,365.0,363.0
hospitalisierte Patienten,15.0,19.0
davon auf der Intensiv-Station,0.0,2.0
