,Zahlen vom 15.11.2021,vor einer Woche
Neue Fälle,281.0,244.0
Fälle gesamt,24648.0,23983.0
Todesfälle neu,0.0,0.0
Todesfälle gesamt,285.0,285.0
hospitalisierte Patienten,17.0,12.0
davon auf der Intensiv-Station,4.0,4.0
