date,Neue Fälle,7-Tages-Durchschnitt,baseline
2021-12-22,717,621.1428571428571,0
2021-12-23,726,624.7142857142857,0
2021-12-24,894,653.7142857142857,0
2021-12-25,398,684.8571428571429,0
2021-12-26,389,711.4285714285714,0
2021-12-27,690,772,0
2021-12-28,980,791.1428571428571,0
2021-12-29,903,822.7142857142857,0
2021-12-30,1150,842.5714285714286,0
2021-12-31,1028,890,0
2022-01-01,619,960.4285714285714,0
2022-01-02,528,1084.857142857143,0
2022-01-03,1022,1137.5714285714287,0
2022-01-04,1473,1207.4285714285713,0
2022-01-05,1774,1281.857142857143,0
2022-01-06,1519,1335.4285714285713,0
2022-01-07,1517,1336.2857142857142,0
2022-01-08,1140,1396.7142857142858,0
2022-01-09,903,1387.4285714285713,0
2022-01-10,1028,1399,0
2022-01-11,1896,1428.2857142857142,0
2022-01-12,1709,1466,0
2022-01-13,1600,1507.142857142857,0
2022-01-14,1722,1571.5714285714287,0
2022-01-15,1404,1645.142857142857,0
2022-01-16,1191,1780.4285714285713,0
2022-01-17,1479,1871.4285714285713,0
2022-01-18,2411,2019,0
2022-01-19,2656,2160,0
2022-01-20,2237,2240.285714285714,0
2022-01-21,2755,2338.4285714285716,0
2022-01-22,2391,2459.714285714286,0
2022-01-23,1753,2491.4285714285716,0
2022-01-24,2166,2575.1428571428573,0
2022-01-25,3260,2546,0
2022-01-26,2878,2553.714285714286,0
2022-01-27,2823,2531.5714285714284,0
2022-01-28,2551,2541.8571428571427,0
2022-01-29,2445,2476.8571428571427,0
2022-01-30,1598,2440.285714285714,0
2022-01-31,2238,2367.285714285714,0
2022-02-01,2805,2338,0
2022-02-02,2622,2253.4285714285716,0
2022-02-03,2312,2213.285714285714,0
2022-02-04,2346,2105.8571428571427,0
2022-02-05,1853,2040,0
2022-02-06,1317,1954.4285714285713,0
2022-02-07,1486,1882.7142857142858,0
2022-02-08,2344,1767.857142857143,0
2022-02-09,2023,1718.7142857142858,0
2022-02-10,1810,1645.2857142857142,0
2022-02-11,1542,1647.5714285714287,0
2022-02-12,1509,1573.857142857143,0
2022-02-13,803,1515.2857142857142,0
2022-02-14,1502,,0
2022-02-15,1828,,0
2022-02-16,1613,,0
