date,Neue Fälle,7-Tages-Durchschnitt,baseline
2021-12-15,712,635.2857142857143,0
2021-12-16,637,628,0
2021-12-17,811,627.2857142857143,0
2021-12-18,585,622.5714285714286,0
2021-12-19,364,623.2857142857143,0
2021-12-20,487,636,0
2021-12-21,762,647.8571428571429,0
2021-12-22,717,621.1428571428571,0
2021-12-23,726,624.7142857142857,0
2021-12-24,894,653.7142857142857,0
2021-12-25,398,684.8571428571429,0
2021-12-26,389,711.4285714285714,0
2021-12-27,690,772,0
2021-12-28,980,791.1428571428571,0
2021-12-29,903,822.7142857142857,0
2021-12-30,1150,842.5714285714286,0
2021-12-31,1028,890,0
2022-01-01,619,960.4285714285714,0
2022-01-02,528,1084.857142857143,0
2022-01-03,1022,1137.5714285714287,0
2022-01-04,1473,1207.4285714285713,0
2022-01-05,1774,1281.857142857143,0
2022-01-06,1519,1335.4285714285713,0
2022-01-07,1517,1336.2857142857142,0
2022-01-08,1140,1396.7142857142858,0
2022-01-09,903,1387.4285714285713,0
2022-01-10,1028,1399,0
2022-01-11,1896,1428.2857142857142,0
2022-01-12,1709,1466,0
2022-01-13,1600,1507.142857142857,0
2022-01-14,1722,1571.5714285714287,0
2022-01-15,1404,1645.142857142857,0
2022-01-16,1191,1780.2857142857142,0
2022-01-17,1479,1871.2857142857142,0
2022-01-18,2411,2018.7142857142858,0
2022-01-19,2655,2159.5714285714284,0
2022-01-20,2237,2239.8571428571427,0
2022-01-21,2754,2338,0
2022-01-22,2390,2459.4285714285716,0
2022-01-23,1753,2491.1428571428573,0
2022-01-24,2166,2575.1428571428573,0
2022-01-25,3261,2546.1428571428573,0
2022-01-26,2877,2554.1428571428573,0
2022-01-27,2825,2532.285714285714,0
2022-01-28,2551,2542.8571428571427,0
2022-01-29,2446,2479.714285714286,0
2022-01-30,1600,2446.1428571428573,0
2022-01-31,2240,2376,0
2022-02-01,2819,2350.8571428571427,0
2022-02-02,2642,2271.285714285714,0
2022-02-03,2334,2234.1428571428573,0
2022-02-04,2375,2127,0
2022-02-05,1889,2065.5714285714284,0
2022-02-06,1340,1983.5714285714287,0
2022-02-07,1490,,0
2022-02-08,2389,,0
2022-02-09,2068,,0
