date,Neue Fälle,7-Tages-Durchschnitt,baseline
2021-10-19,87,69,0
2021-10-20,77,74,0
2021-10-21,98,74.71428571428571,0
2021-10-22,82,77.14285714285714,0
2021-10-23,74,78.85714285714286,0
2021-10-24,42,82.14285714285714,0
2021-10-25,80,89.42857142857143,0
2021-10-26,99,97,0
2021-10-27,100,102.14285714285714,0
2021-10-28,149,107.42857142857143,0
2021-10-29,135,109.85714285714286,0
2021-10-30,110,121.28571428571429,0
2021-10-31,79,138,0
2021-11-01,97,149.57142857142858,0
2021-11-02,179,155.14285714285714,0
2021-11-03,217,165.85714285714286,0
2021-11-04,230,174.14285714285714,0
2021-11-05,174,183,0
2021-11-06,185,204.14285714285714,0
2021-11-07,137,205.42857142857142,0
2021-11-08,159,212,0
2021-11-09,327,222.14285714285714,0
2021-11-10,226,229.28571428571428,0
2021-11-11,276,242.14285714285714,0
2021-11-12,245,252,0
2021-11-13,235,263.14285714285717,0
2021-11-14,227,290.2857142857143,0
2021-11-15,228,304.85714285714283,0
2021-11-16,405,328.7142857142857,0
2021-11-17,416,345.57142857142856,0
2021-11-18,378,354.2857142857143,0
2021-11-19,412,382.2857142857143,0
2021-11-20,353,397.57142857142856,0
2021-11-21,288,404.7142857142857,0
2021-11-22,424,423.14285714285717,0
2021-11-23,512,439.7142857142857,0
2021-11-24,466,461.2857142857143,0
2021-11-25,507,459.57142857142856,0
2021-11-26,528,470.14285714285717,0
2021-11-27,504,495.14285714285717,0
2021-11-28,276,524.8571428571429,0
2021-11-29,498,550,0
2021-11-30,687,574.4285714285714,0
2021-12-01,674,595.4285714285714,0
2021-12-02,683,612.8571428571429,0
2021-12-03,699,640.1428571428571,0
2021-12-04,651,662.1428571428571,0
2021-12-05,398,689.2857142857143,0
2021-12-06,689,712.8571428571429,0
2021-12-07,841,717.4285714285714,0
2021-12-08,864,724.5714285714286,0
2021-12-09,848,726.8571428571429,0
2021-12-10,731,698.5714285714286,0
2021-12-11,701,692.8571428571429,0
2021-12-12,414,,0
2021-12-13,491,,0
2021-12-14,801,,0
