bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7454,24,16883,44.15092104483801,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,984,7,2521,39.03213010710036,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,572,1,1104,51.81159420289855,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,384,1,879,43.68600682593857,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,592,1,1474,40.16282225237449,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,451,1,1139,39.596136962247584,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,493,4,1190,41.42857142857143,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,430,3,1051,40.913415794481445,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,3024,18,6923,43.68048533872599,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,380,1,906,41.94260485651214,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,479,3,1277,37.5097885669538,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1161,6,3216,36.100746268656714,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,369,2,943,39.130434782608695,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,536,3,1521,35.23997370151216,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,471,1,1368,34.42982456140351,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,390,5,1026,38.01169590643275,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,531,2,1450,36.62068965517241,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1618,5,4086,39.598629466470875,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,667,2,1648,40.47330097087379,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,736,2,1852,39.740820734341256,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,932,8,2278,40.913081650570675,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,474,0,1265,37.4703557312253,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,819,1,2305,35.53145336225597,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2511,5,6326,39.69332911792602,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,951,5,2376,40.025252525252526,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1241,3,3576,34.70357941834452,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,179,1,506,35.37549407114625,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1413,5,3967,35.61885555835644,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1526,5,3904,39.08811475409836,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,879,7,2363,37.19847651290732,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,498,2,1227,40.58679706601467,http://i.imgur.com/ZbMWoK9.png
2500.0,Gösgen,Trimbach,2555,9,6617,38.612664349403055,http://i.imgur.com/WoSpmww.png
2501.0,Gösgen,Winznau,717,3,1977,36.26707132018209,http://i.imgur.com/XzWXfuU.png
2542.0,Lebern,Bellach,2106,4,5340,39.438202247191015,http://i.imgur.com/ltCzE3I.png
2543.0,Lebern,Bettlach,1928,11,4971,38.784952725809696,http://i.imgur.com/iR6Ksbc.png
,Lebern,Feldbrunnen,306,1,977,31.32036847492323,
2545.0,Lebern,Flumenthal,451,1,1056,42.70833333333333,http://i.imgur.com/h8frbs5.png
2546.0,Lebern,Grenchen,6834,36,17746,38.510086780119465,http://i.imgur.com/HPgVrQu.png
2547.0,Lebern,Günsberg,460,3,1197,38.42940685045948,http://i.imgur.com/ZKfrFH6.png
2548.0,Lebern,Hubersdorf,283,0,727,38.92709766162311,http://i.imgur.com/GrIxwUh.png
2550.0,Lebern,Langendorf,1560,4,3789,41.171813143309585,http://i.imgur.com/gBJhift.png
2551.0,Lebern,Lommiswil,637,2,1590,40.06289308176101,http://i.imgur.com/kp8FhJC.png
2553.0,Lebern,Oberdorf,667,4,1780,37.47191011235955,http://i.imgur.com/crpGiRQ.png
2554.0,Lebern,Riedholz,975,3,2317,42.08027621924903,http://i.imgur.com/sMEMU8t.png
2555.0,Lebern,Rüttenen,459,2,1483,30.950775455158464,http://i.imgur.com/sivJZRn.png
2556.0,Lebern,Selzach,1389,9,3510,39.572649572649574,http://i.imgur.com/kla0mby.png
2571.0,Olten,Boningen,340,2,796,42.71356783919598,http://i.imgur.com/MhFqEu0.png
2572.0,Olten,Däniken,1090,1,2898,37.61214630779848,http://i.imgur.com/BZxrxKx.png
2573.0,Olten,Dulliken,2053,7,5105,40.2154750244858,http://i.imgur.com/XL473mv.png
2575.0,Olten,Fulenbach,705,3,1773,39.76311336717428,http://i.imgur.com/QcYUHDY.png
2576.0,Olten,Gretzenbach,1023,6,2789,36.67981355324489,http://i.imgur.com/MlSwCRn.png
2578.0,Olten,Gunzgen,613,2,1691,36.25073920756949,http://i.imgur.com/tAcSIIa.png
2579.0,Olten,Hägendorf,2055,10,5193,39.57250144425188,http://i.imgur.com/RJoWgKI.png
2580.0,Olten,Kappel,1163,3,3286,35.392574558734026,http://i.imgur.com/FR4dCDn.png
2581.0,Olten,Olten,7301,39,18549,39.36061243193703,http://i.imgur.com/P9JM0Cd.png
2582.0,Olten,Rickenbach,403,3,1057,38.12677388836329,http://i.imgur.com/EVTUO7d.png
2583.0,Olten,Schönenwerd,1915,7,5094,37.593246957204556,http://i.imgur.com/l6WAIYt.png
2584.0,Olten,Starrkirch-Wil,729,5,1758,41.467576791808874,http://i.imgur.com/T9u6sRs.png
2586.0,Olten,Wangen b. Olten,2106,10,5155,40.85354025218235,http://i.imgur.com/gCafUGv.png
2421.0,Thal,Aedermannsdorf,247,0,581,42.51290877796902,http://i.imgur.com/BVMxQoV.png
2422.0,Thal,Balsthal,2611,2,6234,41.88322104587744,http://i.imgur.com/18bTE5O.png
2425.0,Thal,Holderbank,267,1,706,37.818696883852695,http://i.imgur.com/ftfz7o1.png
2426.0,Thal,Laupersdorf,734,2,1811,40.53009387078962,http://i.imgur.com/ZL7intR.png
2427.0,Thal,Matzendorf,482,1,1326,36.3499245852187,http://i.imgur.com/z108GYa.png
2428.0,Thal,Mümliswil-Ramiswil,944,0,2395,39.415448851774535,http://i.imgur.com/IvGrJWV.png
2430.0,Thal,Welschenrohr,397,0,1089,36.455463728191,http://i.imgur.com/hQrTbTj.png
2611.0,Thierstein,Bärschwil,257,2,804,31.965174129353237,http://i.imgur.com/SIV7f2Q.png
2613.0,Thierstein,Breitenbach,1875,11,3994,46.945418127190784,http://i.imgur.com/RS288nQ.png
2614.0,Thierstein,Büsserach,1021,2,2297,44.44928167174575,http://i.imgur.com/Frdm2ev.png
2615.0,Thierstein,Erschwil,383,5,950,40.31578947368421,http://i.imgur.com/fi2KQWE.png
2616.0,Thierstein,Fehren,249,2,595,41.84873949579832,http://i.imgur.com/tOLwfbI.png
2618.0,Thierstein,Himmelried,312,2,958,32.5678496868476,http://i.imgur.com/JV9lhgR.png
2619.0,Thierstein,Kleinlützel,476,1,1221,38.98443898443899,http://i.imgur.com/YRAV8Lv.png
2620.0,Thierstein,Meltingen,338,1,657,51.44596651445966,http://i.imgur.com/US4T7TG.png
2621.0,Thierstein,Nunningen,839,7,1916,43.78914405010438,http://i.imgur.com/wk78sE6.png
2622.0,Thierstein,Zullwil,311,1,659,47.192716236722305,http://i.imgur.com/TJpYXDO.png
2511.0,Wasseramt,Aeschi,460,5,1270,36.22047244094488,http://i.imgur.com/tCbYiS4.png
2513.0,Wasseramt,Biberist,3652,10,9151,39.90820675336029,http://i.imgur.com/t1DRpBF.png
2516.0,Wasseramt,Deitingen,956,2,2240,42.67857142857142,http://i.imgur.com/p2y3Rzi.png
2517.0,Wasseramt,Derendingen,2773,9,6608,41.964285714285715,http://i.imgur.com/drmZ0fh.png
2535.0,Wasseramt,Drei Höfe,274,0,750,36.53333333333333,http://i.imgur.com/4JHrz4f.png
2518.0,Wasseramt,Etziken,417,1,975,42.769230769230774,http://i.imgur.com/HbwkPRH.png
2519.0,Wasseramt,Gerlafingen,2423,10,5529,43.823476216313985,http://i.imgur.com/9CQ9svQ.png
2520.0,Wasseramt,Halten,298,0,851,35.01762632197415,http://i.imgur.com/v6uFic4.png
2523.0,Wasseramt,Horriwil,387,2,836,46.291866028708135,http://i.imgur.com/EbWzfp4.png
2525.0,Wasseramt,Kriegstetten,536,3,1306,41.04134762633997,http://i.imgur.com/4jZ8ETC.png
2526.0,Wasseramt,Lohn-Ammannsegg,1157,10,2873,40.27149321266968,http://i.imgur.com/B6ZozeW.png
2527.0,Wasseramt,Luterbach,1452,6,3599,40.34454015004168,http://i.imgur.com/M0uPCK5.png
2528.0,Wasseramt,Obergerlafingen,424,2,1266,33.4913112164297,http://i.imgur.com/oXurco9.png
2529.0,Wasseramt,Oekingen,334,4,879,37.997724687144476,http://i.imgur.com/zvx6Jpb.png
2530.0,Wasseramt,Recherswil,762,3,2029,37.55544603252834,http://i.imgur.com/tvUPa8W.png
2532.0,Wasseramt,Subingen,1312,4,3181,41.24489154353977,http://i.imgur.com/3nC8fJu.png
2534.0,Wasseramt,Zuchwil,3994,13,9103,43.87564539162913,http://i.imgur.com/A5H6PB3.png
