bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601,Solothurn,Solothurn,4013,88,16883,23.769472250192504,http://i.imgur.com/JHN85pd.png
2465,Bucheggberg,Buchegg,507,6,2521,20.111067036890123,http://i.imgur.com/yrxc1LY.png
2464,Bucheggberg,Lüsslingen-Nennigkofen,360,10,1104,32.608695652173914,http://i.imgur.com/N8MtfcB.png
2455,Bucheggberg,Lüterkofen-Ichertswil,173,2,879,19.681456200227533,http://i.imgur.com/YJgUnxE.png
2457,Bucheggberg,Messen,366,1,1474,24.830393487109905,http://i.imgur.com/2uxYEzV.png
2461,Bucheggberg,Schnottwil,264,1,1139,23.17822651448639,http://i.imgur.com/pEng2IM.png
2471,Dorneck,Bättwil,225,4,1190,18.907563025210084,http://i.imgur.com/LLvYalH.png
2472,Dorneck,Büren,217,6,1051,20.647002854424358,http://i.imgur.com/PnBxaSz.png
2473,Dorneck,Dornach,1930,26,6923,27.878087534305934,http://i.imgur.com/COHmoqb.png
2474,Dorneck,Gempen,222,4,906,24.503311258278146,http://i.imgur.com/HzEspur.png
2475,Dorneck,Hochwald,242,1,1277,18.950665622552858,http://i.imgur.com/kIBMZAQ.png
2476,Dorneck,Hofstetten-Flüh,510,8,3216,15.858208955223882,http://i.imgur.com/V2VR9yi.png
2477,Dorneck,Metzerlen-Mariastein,180,5,943,19.088016967126194,http://i.imgur.com/i4ILrgV.png
2478,Dorneck,Nuglar-St. Pantaleon,237,7,1521,15.581854043392504,http://i.imgur.com/MGm5Ywo.png
2479,Dorneck,Rodersdorf,235,1,1368,17.178362573099413,http://i.imgur.com/p4uw0r9.png
2480,Dorneck,Seewen,190,5,1026,18.51851851851852,http://i.imgur.com/0JB6Mb5.png
2481,Dorneck,Witterswil,240,0,1450,16.551724137931036,http://i.imgur.com/0JrQ5Xw.png
2401,Gäu,Egerkingen,956,30,4086,23.396965247185513,http://i.imgur.com/wyoEuip.png
2402,Gäu,Härkingen,363,16,1648,22.026699029126213,http://i.imgur.com/PQdyoSw.png
2403,Gäu,Kestenholz,443,7,1852,23.920086393088553,http://i.imgur.com/ITC2whV.png
2404,Gäu,Neuendorf,551,11,2278,24.187884108867426,http://i.imgur.com/aAcIy85.png
2405,Gäu,Niederbuchsiten,241,2,1265,19.051383399209488,http://i.imgur.com/cetMZcH.png
2406,Gäu,Oberbuchsiten,470,5,2305,20.390455531453362,http://i.imgur.com/GMgfP9q.png
2407,Gäu,Oensingen,1562,52,6326,24.69174834018337,http://i.imgur.com/nxrng2H.png
2408,Gäu,Wolfwil,458,12,2376,19.276094276094277,http://i.imgur.com/rWT56QU.png
2503,Gösgen,Erlinsbach,735,10,3576,20.553691275167786,http://i.imgur.com/PUlb6uL.png
2492,Gösgen,Kienberg,93,5,506,18.379446640316203,http://i.imgur.com/wLtAkKX.png
2493,Gösgen,Lostorf,785,22,3967,19.7882530879758,http://i.imgur.com/zAcNSRM.png
2495,Gösgen,Niedergösgen,931,15,3904,23.84733606557377,http://i.imgur.com/AllQYDU.png
2497,Gösgen,Obergösgen,491,8,2363,20.778671180702496,http://i.imgur.com/H29uxzr.png
2499,Gösgen,Stüsslingen,269,6,1227,21.923390383048087,http://i.imgur.com/ZbMWoK9.png
2500,Gösgen,Trimbach,1665,58,6617,25.162460329454433,http://i.imgur.com/WoSpmww.png
2501,Gösgen,Winznau,381,7,1977,19.271623672230653,http://i.imgur.com/XzWXfuU.png
2542,Lebern,Bellach,1199,22,5340,22.45318352059925,http://i.imgur.com/ltCzE3I.png
2543,Lebern,Bettlach,985,39,4971,19.814926574129956,http://i.imgur.com/iR6Ksbc.png
2544,Lebern,Feldbrunnen-St. Niklaus,124,5,977,12.691914022517912,http://i.imgur.com/8RQLWmc.png
2545,Lebern,Flumenthal,238,1,1056,22.53787878787879,http://i.imgur.com/h8frbs5.png
2546,Lebern,Grenchen,4197,90,17746,23.650400090161163,http://i.imgur.com/HPgVrQu.png
2547,Lebern,Günsberg,237,2,1197,19.799498746867165,http://i.imgur.com/ZKfrFH6.png
2548,Lebern,Hubersdorf,169,6,727,23.24621733149931,http://i.imgur.com/GrIxwUh.png
2550,Lebern,Langendorf,833,21,3789,21.984692531010822,http://i.imgur.com/gBJhift.png
2551,Lebern,Lommiswil,309,5,1590,19.433962264150946,http://i.imgur.com/kp8FhJC.png
2553,Lebern,Oberdorf,300,3,1780,16.853932584269664,http://i.imgur.com/crpGiRQ.png
2554,Lebern,Riedholz,511,6,2317,22.054380664652566,http://i.imgur.com/sMEMU8t.png
2555,Lebern,Rüttenen,243,4,1483,16.38570465273095,http://i.imgur.com/sivJZRn.png
2556,Lebern,Selzach,756,23,3510,21.53846153846154,http://i.imgur.com/kla0mby.png
2571,Olten,Boningen,197,13,796,24.748743718592962,http://i.imgur.com/MhFqEu0.png
2572,Olten,Däniken,632,10,2898,21.808143547273982,http://i.imgur.com/BZxrxKx.png
2573,Olten,Dulliken,1350,28,5105,26.444662095984327,http://i.imgur.com/XL473mv.png
2575,Olten,Fulenbach,316,1,1773,17.822899041173155,http://i.imgur.com/QcYUHDY.png
2576,Olten,Gretzenbach,566,14,2789,20.29401219074937,http://i.imgur.com/MlSwCRn.png
2578,Olten,Gunzgen,329,5,1691,19.455943228858665,http://i.imgur.com/tAcSIIa.png
2579,Olten,Hägendorf,1250,36,5193,24.070864625457347,http://i.imgur.com/RJoWgKI.png
2580,Olten,Kappel,697,20,3286,21.211199026171638,http://i.imgur.com/FR4dCDn.png
2581,Olten,Olten,4159,91,18549,22.42169389185401,http://i.imgur.com/P9JM0Cd.png
2582,Olten,Rickenbach,236,1,1057,22.327341532639547,http://i.imgur.com/EVTUO7d.png
2583,Olten,Schönenwerd,1179,29,5094,23.14487632508834,http://i.imgur.com/l6WAIYt.png
2584,Olten,Starrkirch-Wil,439,11,1758,24.971558589306028,http://i.imgur.com/T9u6sRs.png
2586,Olten,Wangen b. Olten,1195,20,5155,23.18137730358875,http://i.imgur.com/gCafUGv.png
2421,Thal,Aedermannsdorf,162,3,581,27.882960413080895,http://i.imgur.com/BVMxQoV.png
2422,Thal,Balsthal,1680,58,6234,26.948989412897017,http://i.imgur.com/18bTE5O.png
2425,Thal,Holderbank,178,3,706,25.21246458923513,http://i.imgur.com/ftfz7o1.png
2426,Thal,Laupersdorf,413,3,1811,22.805080066261734,http://i.imgur.com/ZL7intR.png
2427,Thal,Matzendorf,269,8,1326,20.28657616892911,http://i.imgur.com/z108GYa.png
2428,Thal,Mümliswil-Ramiswil,586,10,2395,24.467640918580376,http://i.imgur.com/IvGrJWV.png
2430,Thal,Welschenrohr,225,1,1089,20.66115702479339,http://i.imgur.com/hQrTbTj.png
2611,Thierstein,Bärschwil,123,9,804,15.298507462686567,http://i.imgur.com/SIV7f2Q.png
2613,Thierstein,Breitenbach,1055,30,3994,26.41462193289935,http://i.imgur.com/RS288nQ.png
2614,Thierstein,Büsserach,534,5,2297,23.24771441010013,http://i.imgur.com/Frdm2ev.png
2615,Thierstein,Erschwil,225,5,950,23.684210526315788,http://i.imgur.com/fi2KQWE.png
2616,Thierstein,Fehren,130,2,595,21.84873949579832,http://i.imgur.com/tOLwfbI.png
2618,Thierstein,Himmelried,164,3,958,17.118997912317326,http://i.imgur.com/JV9lhgR.png
2619,Thierstein,Kleinlützel,257,4,1221,21.048321048321046,http://i.imgur.com/YRAV8Lv.png
2620,Thierstein,Meltingen,201,4,657,30.59360730593607,http://i.imgur.com/US4T7TG.png
2621,Thierstein,Nunningen,419,7,1916,21.86847599164927,http://i.imgur.com/wk78sE6.png
2622,Thierstein,Zullwil,203,5,659,30.804248861911987,http://i.imgur.com/TJpYXDO.png
2511,Wasseramt,Aeschi,241,6,1270,18.976377952755904,http://i.imgur.com/tCbYiS4.png
2513,Wasseramt,Biberist,2150,58,9151,23.494700032783303,http://i.imgur.com/t1DRpBF.png
2516,Wasseramt,Deitingen,518,20,2240,23.125,http://i.imgur.com/p2y3Rzi.png
2517,Wasseramt,Derendingen,1578,38,6608,23.880145278450364,http://i.imgur.com/drmZ0fh.png
2535,Wasseramt,Drei Höfe,139,7,750,18.53333333333333,http://i.imgur.com/4JHrz4f.png
2518,Wasseramt,Etziken,255,5,975,26.153846153846157,http://i.imgur.com/HbwkPRH.png
2519,Wasseramt,Gerlafingen,1628,57,5529,29.444745885331887,http://i.imgur.com/9CQ9svQ.png
2520,Wasseramt,Halten,131,6,851,15.393654524089307,http://i.imgur.com/v6uFic4.png
2523,Wasseramt,Horriwil,174,3,836,20.813397129186605,http://i.imgur.com/EbWzfp4.png
2525,Wasseramt,Kriegstetten,276,9,1306,21.133231240428792,http://i.imgur.com/4jZ8ETC.png
2526,Wasseramt,Lohn-Ammannsegg,554,28,2873,19.28297946397494,http://i.imgur.com/B6ZozeW.png
2527,Wasseramt,Luterbach,819,25,3599,22.756321200333428,http://i.imgur.com/M0uPCK5.png
2528,Wasseramt,Obergerlafingen,230,6,1266,18.167456556082147,http://i.imgur.com/oXurco9.png
2529,Wasseramt,Oekingen,180,3,879,20.477815699658702,http://i.imgur.com/zvx6Jpb.png
2530,Wasseramt,Recherswil,444,15,2029,21.882700837851157,http://i.imgur.com/tvUPa8W.png
2532,Wasseramt,Subingen,788,20,3181,24.772084250235775,http://i.imgur.com/3nC8fJu.png
2534,Wasseramt,Zuchwil,2397,83,9103,26.331978468636713,http://i.imgur.com/A5H6PB3.png
