bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601,Solothurn,Solothurn,5217,66,16883,30.90090623704318,http://i.imgur.com/JHN85pd.png
2465,Bucheggberg,Buchegg,673,6,2521,26.695755652518844,http://i.imgur.com/yrxc1LY.png
2464,Bucheggberg,Lüsslingen-Nennigkofen,461,1,1104,41.757246376811594,http://i.imgur.com/N8MtfcB.png
2455,Bucheggberg,Lüterkofen-Ichertswil,246,3,879,27.986348122866893,http://i.imgur.com/YJgUnxE.png
2457,Bucheggberg,Messen,454,1,1474,30.800542740841248,http://i.imgur.com/2uxYEzV.png
2461,Bucheggberg,Schnottwil,360,1,1139,31.60667251975417,http://i.imgur.com/pEng2IM.png
2471,Dorneck,Bättwil,317,2,1190,26.638655462184875,http://i.imgur.com/LLvYalH.png
2472,Dorneck,Büren,311,1,1051,29.590865842055187,http://i.imgur.com/PnBxaSz.png
2473,Dorneck,Dornach,2350,8,6923,33.94482160912899,http://i.imgur.com/COHmoqb.png
2474,Dorneck,Gempen,277,0,906,30.573951434878587,http://i.imgur.com/HzEspur.png
2475,Dorneck,Hochwald,351,0,1277,27.48629600626468,http://i.imgur.com/kIBMZAQ.png
2476,Dorneck,Hofstetten-Flüh,833,4,3216,25.90174129353234,http://i.imgur.com/V2VR9yi.png
2477,Dorneck,Metzerlen-Mariastein,274,4,943,29.056203605514312,http://i.imgur.com/i4ILrgV.png
2478,Dorneck,Nuglar-St. Pantaleon,406,4,1521,26.692965154503618,http://i.imgur.com/MGm5Ywo.png
2479,Dorneck,Rodersdorf,319,3,1368,23.318713450292396,http://i.imgur.com/p4uw0r9.png
2480,Dorneck,Seewen,272,3,1026,26.510721247563353,http://i.imgur.com/0JB6Mb5.png
2481,Dorneck,Witterswil,347,2,1450,23.93103448275862,http://i.imgur.com/0JrQ5Xw.png
2401,Gäu,Egerkingen,1182,3,4086,28.928046989721,http://i.imgur.com/wyoEuip.png
2402,Gäu,Härkingen,461,5,1648,27.973300970873787,http://i.imgur.com/PQdyoSw.png
2403,Gäu,Kestenholz,536,6,1852,28.94168466522678,http://i.imgur.com/ITC2whV.png
2404,Gäu,Neuendorf,666,4,2278,29.23617208077261,http://i.imgur.com/aAcIy85.png
2405,Gäu,Niederbuchsiten,297,0,1265,23.47826086956522,http://i.imgur.com/cetMZcH.png
2406,Gäu,Oberbuchsiten,582,2,2305,25.24945770065076,http://i.imgur.com/GMgfP9q.png
2407,Gäu,Oensingen,1930,8,6326,30.5090104331331,http://i.imgur.com/nxrng2H.png
2408,Gäu,Wolfwil,615,8,2376,25.88383838383838,http://i.imgur.com/rWT56QU.png
2503,Gösgen,Erlinsbach,912,8,3576,25.503355704697988,http://i.imgur.com/PUlb6uL.png
2492,Gösgen,Kienberg,123,1,506,24.308300395256918,http://i.imgur.com/wLtAkKX.png
2493,Gösgen,Lostorf,975,5,3967,24.577766574237458,http://i.imgur.com/zAcNSRM.png
2495,Gösgen,Niedergösgen,1153,3,3904,29.533811475409838,http://i.imgur.com/AllQYDU.png
2497,Gösgen,Obergösgen,619,3,2363,26.19551417689378,http://i.imgur.com/H29uxzr.png
2499,Gösgen,Stüsslingen,342,1,1227,27.87286063569682,http://i.imgur.com/ZbMWoK9.png
2500,Gösgen,Trimbach,1966,13,6617,29.71134955417863,http://i.imgur.com/WoSpmww.png
2501,Gösgen,Winznau,461,4,1977,23.318158826504806,http://i.imgur.com/XzWXfuU.png
2542,Lebern,Bellach,1558,17,5340,29.176029962546817,http://i.imgur.com/ltCzE3I.png
2543,Lebern,Bettlach,1301,6,4971,26.17179641923154,http://i.imgur.com/iR6Ksbc.png
2544,Lebern,Feldbrunnen-St. Niklaus,175,1,977,17.911975435005118,http://i.imgur.com/8RQLWmc.png
2545,Lebern,Flumenthal,312,2,1056,29.545454545454547,http://i.imgur.com/h8frbs5.png
2546,Lebern,Grenchen,5321,23,17746,29.984221796461174,http://i.imgur.com/HPgVrQu.png
2547,Lebern,Günsberg,334,3,1197,27.903091060985798,http://i.imgur.com/ZKfrFH6.png
2548,Lebern,Hubersdorf,208,0,727,28.61072902338377,http://i.imgur.com/GrIxwUh.png
2550,Lebern,Langendorf,1070,5,3789,28.239641066244392,http://i.imgur.com/gBJhift.png
2551,Lebern,Lommiswil,435,1,1590,27.358490566037734,http://i.imgur.com/kp8FhJC.png
2553,Lebern,Oberdorf,417,7,1780,23.426966292134832,http://i.imgur.com/crpGiRQ.png
2554,Lebern,Riedholz,683,5,2317,29.477772982304707,http://i.imgur.com/sMEMU8t.png
2555,Lebern,Rüttenen,311,1,1483,20.971004720161833,http://i.imgur.com/sivJZRn.png
2556,Lebern,Selzach,969,1,3510,27.60683760683761,http://i.imgur.com/kla0mby.png
2571,Olten,Boningen,237,1,796,29.773869346733665,http://i.imgur.com/MhFqEu0.png
2572,Olten,Däniken,792,5,2898,27.32919254658385,http://i.imgur.com/BZxrxKx.png
2573,Olten,Dulliken,1586,9,5105,31.06758080313418,http://i.imgur.com/XL473mv.png
2575,Olten,Fulenbach,442,3,1773,24.929498025944728,http://i.imgur.com/QcYUHDY.png
2576,Olten,Gretzenbach,719,3,2789,25.779849408390103,http://i.imgur.com/MlSwCRn.png
2578,Olten,Gunzgen,428,1,1691,25.310467179183917,http://i.imgur.com/tAcSIIa.png
2579,Olten,Hägendorf,1483,6,5193,28.557673791642596,http://i.imgur.com/RJoWgKI.png
2580,Olten,Kappel,874,5,3286,26.597687157638468,http://i.imgur.com/FR4dCDn.png
2581,Olten,Olten,5037,31,18549,27.15510270095423,http://i.imgur.com/P9JM0Cd.png
