bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7248,41,16859,42.99187377661783,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,949,8,3511,27.029336371404156,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,561,5,1115,50.31390134529148,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,378,2,908,41.629955947136565,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,577,6,1474,39.14518317503392,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,443,2,1139,38.8937664618086,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,460,7,1162,39.586919104991395,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,417,5,1047,39.82808022922636,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,2899,28,6870,42.19796215429403,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,363,2,908,39.97797356828194,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,453,3,1257,36.0381861575179,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1112,19,3299,33.70718399515005,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,354,2,957,36.990595611285265,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,515,3,1539,33.46328784925276,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,444,5,1406,31.57894736842105,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,373,6,1055,35.355450236966824,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,504,6,1466,34.379263301500686,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1571,16,4214,37.28049359278595,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,645,9,1730,37.283236994219656,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,717,7,1874,38.26040554962647,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,896,7,2342,38.25789923142613,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,457,3,1284,35.59190031152648,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,792,4,2300,34.43478260869565,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2447,15,6484,37.73904996915484,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,920,1,2388,38.52596314907873,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1197,14,3594,33.30550918196995,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,168,1,497,33.80281690140845,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1348,16,4052,33.267522211253706,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1482,9,4057,36.529455262509245,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,838,8,2402,34.887593671940046,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,476,3,1236,38.51132686084142,http://i.imgur.com/ZbMWoK9.png
2500.0,Gösgen,Trimbach,2492,16,6663,37.40057031367252,http://i.imgur.com/WoSpmww.png
