BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,2502.0,116,146,11.469698358852114,116.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1117.0,32,30,13.18616456144493,32.0,3.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,134.0,0-3,5,13.900414937759336,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,64.0,4,0-3,8.876560332871012,4.0,1.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,157.0,4,11,10.501672240802677,4.0,1.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,220.0,39,35,11.578947368421053,39.0,3.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,135.0,5,6,8.359133126934983,5.0,1.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,306.0,19,25,14.036697247706423,19.0,2.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,494.0,31,43,11.374625834676491,31.0,3.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,2166.0,144,113,11.090061952792995,144.0,4.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,120.0,11,7,9.975062344139651,11.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,376.0,18,25,11.134142730233936,18.0,2.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,140.0,8,6,9.1324200913242,8.0,1.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,240.0,12,34,8.347826086956523,12.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,513.0,16,27,10.793183252682516,16.0,2.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,70.0,0-3,7,11.164274322169058,0.0,0.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,81.0,6,7,12.235649546827794,6.0,1.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,214.0,17,30,13.544303797468354,17.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,291.0,19,27,9.844384303112314,19.0,2.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,610.0,26,31,13.246471226927254,26.0,2.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,66.0,0-3,0-3,8.835341365461847,0.0,0.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,112.0,6,6,9.71379011274935,6.0,1.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,191.0,12,15,12.905405405405403,12.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,321.0,15,31,11.184668989547038,15.0,2.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,106.0,0-3,6,12.990196078431374,0.0,0.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,1034.0,55,66,12.427884615384615,55.0,4.0,http://i.imgur.com/BG0afll.png
