BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,vorletzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,5729.0,317.0,242,26.26295039882644,317.0,242.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,2469.0,105.0,85,29.146499822925275,105.0,85.0,4.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,325.0,8.0,19,33.713692946058096,8.0,19.0,1.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,166.0,12.0,4,23.02357836338419,12.0,4.0,2.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,402.0,19.0,26,26.88963210702341,19.0,26.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,383.0,13.0,5,20.157894736842106,13.0,5.0,2.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,358.0,25.0,26,22.1671826625387,25.0,26.0,2.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,708.0,26.0,28,32.477064220183486,26.0,28.0,2.0,http://i.imgur.com/84retIE.png
4021,Baden,19531.0,5038.0,241.0,194,25.794890174594236,241.0,194.0,4.0,http://i.imgur.com/in3AmXY.png
4224,Beinwil (Freiamt),1203.0,323.0,21.0,29,26.849542809642564,21.0,29.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,880.0,58.0,64,26.058631921824105,58.0,64.0,4.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,342.0,17.0,24,22.309197651663403,17.0,24.0,2.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,616.0,19.0,25,21.42608695652174,19.0,25.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,1227.0,69.0,46,25.815274563433622,69.0,46.0,4.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,182.0,9.0,7,29.02711323763955,9.0,7.0,1.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,200.0,21.0,19,30.211480362537763,21.0,19.0,2.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,393.0,15.0,7,24.873417721518987,15.0,7.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,775.0,33.0,27,26.21786197564276,33.0,27.0,3.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,1305.0,61.0,48,28.338762214983714,61.0,48.0,4.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,209.0,8.0,10,27.978580990629183,8.0,10.0,1.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,258.0,23.0,9,22.376409366869037,23.0,9.0,2.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,479.0,28.0,32,32.36486486486487,28.0,32.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,749.0,45.0,34,26.097560975609756,45.0,34.0,3.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,192.0,11.0,0-3,23.52941176470588,11.0,0.0,2.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,2283.0,108.0,93,27.439903846153847,108.0,93.0,4.0,http://i.imgur.com/BG0afll.png
