BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,2229.0,100,86,10.218208489960576,100.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1053.0,25,25,12.430645732499114,25.0,2.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,126.0,20,34,13.070539419087138,20.0,2.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,60.0,0-3,4,8.321775312066574,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,141.0,0-3,4,9.431438127090301,0.0,0.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,142.0,16,0-3,7.473684210526316,16.0,2.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,124.0,8,9,7.678018575851393,8.0,1.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,263.0,20,16,12.064220183486238,20.0,2.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,420.0,32,6,9.670734515311995,32.0,3.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,1906.0,89,43,9.75884491321489,89.0,4.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,98.0,7,5,8.146300914380715,7.0,1.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,332.0,25,10,9.83121113414273,25.0,2.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,126.0,7,5,8.21917808219178,7.0,1.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,193.0,12,7,6.713043478260869,12.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,463.0,31,17,9.741216074058489,31.0,3.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,62.0,15,0-3,9.888357256778308,15.0,2.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,68.0,4,0-3,10.27190332326284,4.0,1.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,165.0,27,6,10.443037974683545,27.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,246.0,23,0-3,8.322056833558863,23.0,2.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,552.0,21,7,11.986970684039088,21.0,2.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,61.0,0-3,0-3,8.165997322623829,0.0,0.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,101.0,5,10,8.759757155247181,5.0,1.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,161.0,18,5,10.878378378378379,18.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,273.0,36,17,9.512195121951219,36.0,3.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,97.0,4,0-3,11.887254901960784,4.0,1.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,912.0,54,46,10.961538461538462,54.0,4.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,272.0,20,14,6.8686868686868685,20.0,2.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,1059.0,42,28,8.370879772350012,42.0,3.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,79.0,7,6,8.967082860385926,7.0,1.0,http://i.imgur.com/F3kukwZ.png
4003,Buchs,8018.0,994.0,57,30,12.397106510351708,57.0,4.0,http://i.imgur.com/qmCDQpo.png
4133,Burg,1013.0,128.0,11,11,12.635735439289238,11.0,2.0,http://i.imgur.com/vOAYsho.png
4230,Buttwil,1239.0,86.0,6,0-3,6.941081517352704,6.0,1.0,http://i.imgur.com/yppnIDt.png
4302,Böbikon,165.0,,,,,,,http://i.imgur.com/XdM34RQ.png
4303,Böttstein,3926.0,465.0,18,11,11.84411614875191,18.0,2.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,132.0,7,6,8.0,7.0,1.0,http://i.imgur.com/Z82TA8D.png
4094,Bözen,801.0,69.0,0-3,0-3,8.614232209737828,0.0,0.0,http://i.imgur.com/4vqxy3h.png
4229,Bünzen,1116.0,70.0,0-3,0-3,6.272401433691756,0.0,0.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,111.0,5,5,10.935960591133005,5.0,1.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,55.0,0-3,0-3,7.5136612021857925,0.0,0.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,139.0,4,5,10.303928836174943,4.0,1.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,238.0,11,0-3,10.470743510778707,11.0,2.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,537.0,20,21,13.755122950819674,20.0,2.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,541.0,43,20,12.9394881607271,43.0,3.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,124.0,26,8,9.444021325209444,26.0,2.0,http://i.imgur.com/yvxFBnD.png
4096,Effingen,617.0,56.0,4,0-3,9.076175040518638,4.0,1.0,http://i.imgur.com/ZN8SrR2.png
4066,Eggenwil,1038.0,75.0,0-3,0-3,7.225433526011561,0.0,0.0,http://i.imgur.com/yYenINV.png
4195,Egliswil,1472.0,120.0,5,0-3,8.152173913043478,5.0,1.0,http://i.imgur.com/vN2vVQd.png
4049,Ehrendingen,4849.0,447.0,30,21,9.218395545473292,30.0,2.0,http://i.imgur.com/fiW4ip1.png
4161,Eiken,2298.0,224.0,20,5,9.747606614447346,20.0,2.0,http://i.imgur.com/iCYKJYG.png
4097,Elfingen,296.0,,,,,,,http://i.imgur.com/Zf9aMeU.png
4305,Endingen,2567.0,239.0,15,11,9.310479158550837,15.0,2.0,http://i.imgur.com/n2YkuRe.png
4026,Ennetbaden,3507.0,330.0,40,24,9.409751924721984,40.0,3.0,http://i.imgur.com/wJOjCmh.png
4005,Erlinsbach,4327.0,412.0,40,39,9.521608504737694,40.0,3.0,http://i.imgur.com/Ih3L9IJ.png
4196,Fahrwangen,2310.0,224.0,5,13,9.696969696969697,5.0,1.0,http://i.imgur.com/zB6yFbf.png
4067,Fischbach-Göslikon,1663.0,161.0,5,0-3,9.68129885748647,5.0,1.0,http://i.imgur.com/mWTvWia.png
4306,Fisibach,526.0,57.0,8,5,10.836501901140684,8.0,1.0,http://i.imgur.com/yTT7fDF.png
4027,Fislisbach,5606.0,732.0,28,21,13.057438458794149,28.0,2.0,http://i.imgur.com/Nlv59so.png
4028,Freienwil,1053.0,97.0,0-3,0-3,9.211775878442545,0.0,0.0,http://i.imgur.com/nTfgkCY.png
4163,Frick,5584.0,628.0,29,33,11.246418338108882,29.0,2.0,http://i.imgur.com/vz4fzlu.png
4307,Full-Reuenthal,862.0,73.0,5,0-3,8.468677494199536,5.0,1.0,http://i.imgur.com/K5WG8LN.png
4164,Gansingen,1060.0,88.0,11,4,8.30188679245283,11.0,2.0,http://i.imgur.com/78jiI1Z.png
4029,Gebenstorf,5497.0,573.0,27,31,10.423867564125887,27.0,2.0,http://i.imgur.com/RxpsOVw.png
4232,Geltwil,214.0,,,,,,,http://i.imgur.com/QsJLNJe.png
4165,Gipf-Oberfrick,3722.0,233.0,16,14,6.260075228371844,16.0,2.0,http://i.imgur.com/xgSIKpN.png
4135,Gontenschwil,2137.0,180.0,12,7,8.423022929340195,12.0,2.0,http://i.imgur.com/Lclz6bM.png
4006,Gränichen,8039.0,783.0,33,37,9.74001741510138,33.0,3.0,http://i.imgur.com/CIdzMjH.png
4099,Habsburg,418.0,,,,,,,http://i.imgur.com/gdx3lLc.png
4197,Hallwil,902.0,81.0,4,9,8.980044345898005,4.0,1.0,http://i.imgur.com/HtG409v.png
4100,Hausen,3673.0,359.0,33,14,9.77402668118704,33.0,3.0,http://i.imgur.com/xX4VwmR.png
4251,Hellikon,783.0,65.0,4,0-3,8.301404853128991,4.0,1.0,http://i.imgur.com/J5RSMbU.png
4198,Hendschiken,1320.0,149.0,6,5,11.287878787878789,6.0,1.0,http://i.imgur.com/gWXFvm5.png
4166,Herznach,1560.0,159.0,7,13,10.192307692307692,7.0,1.0,http://i.imgur.com/MhJEcTa.png
4007,Hirschthal,1646.0,169.0,6,6,10.267314702308628,6.0,1.0,http://i.imgur.com/EukYYJT.png
4199,Holderbank,1382.0,188.0,13,13,13.603473227206948,13.0,2.0,http://i.imgur.com/qsnl5Dc.png
4136,Holziken,1494.0,136.0,12,8,9.103078982597054,12.0,2.0,http://i.imgur.com/UX2nmJk.png
4167,Hornussen,1005.0,103.0,5,0-3,10.248756218905472,5.0,1.0,http://i.imgur.com/lSP17BT.png
4200,Hunzenschwil,4106.0,478.0,22,14,11.64150024354603,22.0,2.0,http://i.imgur.com/Vqj6WIx.png
4068,Hägglingen,2478.0,241.0,19,28,9.725585149313963,19.0,2.0,http://i.imgur.com/yrhxWfN.png
4084,Islisberg,643.0,72.0,7,0-3,11.19751166407465,7.0,1.0,http://i.imgur.com/xKYZkne.png
4071,Jonen,2190.0,169.0,8,4,7.71689497716895,8.0,1.0,http://i.imgur.com/ECk8cce.png
4252,Kaiseraugst,5533.0,611.0,44,29,11.042833905656966,44.0,3.0,http://i.imgur.com/rTZ61AE.png
4308,Kaiserstuhl,419.0,,,,,,,http://i.imgur.com/M6tzgTf.png
4169,Kaisten,2685.0,255.0,0-3,10,9.497206703910614,0.0,0.0,http://i.imgur.com/k2OMcvS.png
4233,Kallern,399.0,,,,,,,http://i.imgur.com/xKNEKBa.png
4030,Killwangen,2050.0,235.0,10,6,11.463414634146343,10.0,1.0,http://i.imgur.com/1mK0CwS.png
