BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,1743.0,26,42,7.990281470615201,26.0,2.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,881.0,5,26,10.400188879707237,5.0,1.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,57.0,0-3,0-3,5.9128630705394185,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,30.0,0-3,0-3,4.160887656033287,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,115.0,4,0-3,7.6923076923076925,4.0,1.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,115.0,0-3,0-3,6.052631578947368,0.0,0.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,72.0,0-3,5,4.458204334365325,0.0,0.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,183.0,4,5,8.394495412844037,4.0,1.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,339.0,6,6,7.805664287358968,6.0,1.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,1559.0,19,20,7.982182171931801,19.0,2.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,72.0,0-3,0-3,5.985037406483791,0.0,0.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,253.0,0-3,8,7.491856677524431,0.0,0.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,104.0,0-3,0-3,6.784083496412263,0.0,0.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,164.0,0-3,0-3,5.7043478260869565,0.0,0.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,372.0,14,6,7.82663580896276,14.0,2.0,http://i.imgur.com/3Xs5j19.png
