bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,6902,69,16883,40.88135994787656,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,887,15,2521,35.184450614835384,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,533,4,1104,48.278985507246375,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,368,7,879,41.865756541524455,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,556,7,1474,37.720488466757125,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,424,5,1139,37.22563652326602,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,420,7,1190,35.294117647058826,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,391,3,1051,37.20266412940057,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,2747,21,6923,39.67932977033078,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,336,4,906,37.086092715231786,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,417,8,1277,32.65465935787001,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1018,13,3216,31.654228855721396,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,330,4,943,34.994697773064686,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,488,8,1521,32.084155161078236,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,398,3,1368,29.093567251461987,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,338,9,1026,32.94346978557505,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,466,8,1450,32.13793103448276,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1478,22,4086,36.172295643661286,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,599,4,1648,36.34708737864077,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,681,6,1852,36.77105831533478,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,827,21,2278,36.303775241439865,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,433,6,1265,34.22924901185771,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,751,7,2305,32.581344902386114,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2319,30,6326,36.658235852039205,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,886,13,2376,37.28956228956229,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1136,16,3576,31.767337807606268,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,155,0,506,30.632411067193676,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1228,11,3967,30.955381900680617,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1389,31,3904,35.57889344262295,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,775,14,2363,32.797291578501905,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,439,5,1227,35.77832110839446,http://i.imgur.com/ZbMWoK9.png
