bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601,Solothurn,Solothurn,4412,61,16883,26.132796303974416,http://i.imgur.com/JHN85pd.png
2465,Bucheggberg,Buchegg,566,12,2521,22.45140817136057,http://i.imgur.com/yrxc1LY.png
2464,Bucheggberg,Lüsslingen-Nennigkofen,391,6,1104,35.41666666666667,http://i.imgur.com/N8MtfcB.png
2455,Bucheggberg,Lüterkofen-Ichertswil,197,4,879,22.41183162684869,http://i.imgur.com/YJgUnxE.png
2457,Bucheggberg,Messen,410,4,1474,27.815468113975577,http://i.imgur.com/2uxYEzV.png
2461,Bucheggberg,Schnottwil,300,5,1139,26.33889376646181,http://i.imgur.com/pEng2IM.png
2471,Dorneck,Bättwil,258,1,1190,21.680672268907564,http://i.imgur.com/LLvYalH.png
2472,Dorneck,Büren,249,8,1051,23.69172216936251,http://i.imgur.com/PnBxaSz.png
2473,Dorneck,Dornach,2089,23,6923,30.174779719774662,http://i.imgur.com/COHmoqb.png
2474,Dorneck,Gempen,247,6,906,27.262693156732894,http://i.imgur.com/HzEspur.png
2475,Dorneck,Hochwald,295,13,1277,23.101018010963195,http://i.imgur.com/kIBMZAQ.png
2476,Dorneck,Hofstetten-Flüh,623,18,3216,19.371890547263682,http://i.imgur.com/V2VR9yi.png
2477,Dorneck,Metzerlen-Mariastein,225,3,943,23.860021208907742,http://i.imgur.com/i4ILrgV.png
2478,Dorneck,Nuglar-St. Pantaleon,291,6,1521,19.13214990138067,http://i.imgur.com/MGm5Ywo.png
2479,Dorneck,Rodersdorf,254,2,1368,18.567251461988306,http://i.imgur.com/p4uw0r9.png
2480,Dorneck,Seewen,218,5,1026,21.24756335282651,http://i.imgur.com/0JB6Mb5.png
2481,Dorneck,Witterswil,277,4,1450,19.10344827586207,http://i.imgur.com/0JrQ5Xw.png
2401,Gäu,Egerkingen,1033,7,4086,25.281448849730786,http://i.imgur.com/wyoEuip.png
2402,Gäu,Härkingen,406,7,1648,24.635922330097088,http://i.imgur.com/PQdyoSw.png
2403,Gäu,Kestenholz,469,1,1852,25.323974082073438,http://i.imgur.com/ITC2whV.png
2404,Gäu,Neuendorf,594,3,2278,26.075504828797193,http://i.imgur.com/aAcIy85.png
2405,Gäu,Niederbuchsiten,263,7,1265,20.790513833992094,http://i.imgur.com/cetMZcH.png
2406,Gäu,Oberbuchsiten,514,3,2305,22.29934924078091,http://i.imgur.com/GMgfP9q.png
2407,Gäu,Oensingen,1717,15,6326,27.14195384128991,http://i.imgur.com/nxrng2H.png
2408,Gäu,Wolfwil,501,4,2376,21.085858585858585,http://i.imgur.com/rWT56QU.png
2503,Gösgen,Erlinsbach,805,8,3576,22.511185682326623,http://i.imgur.com/PUlb6uL.png
2492,Gösgen,Kienberg,108,1,506,21.34387351778656,http://i.imgur.com/wLtAkKX.png
2493,Gösgen,Lostorf,849,8,3967,21.401562893874466,http://i.imgur.com/zAcNSRM.png
2495,Gösgen,Niedergösgen,1008,6,3904,25.81967213114754,http://i.imgur.com/AllQYDU.png
2497,Gösgen,Obergösgen,543,7,2363,22.979263647905203,http://i.imgur.com/H29uxzr.png
2499,Gösgen,Stüsslingen,285,3,1227,23.227383863080682,http://i.imgur.com/ZbMWoK9.png
2500,Gösgen,Trimbach,1782,9,6617,26.930633217470152,http://i.imgur.com/WoSpmww.png
2501,Gösgen,Winznau,412,5,1977,20.839656044511887,http://i.imgur.com/XzWXfuU.png
2542,Lebern,Bellach,1348,18,5340,25.243445692883892,http://i.imgur.com/ltCzE3I.png
2543,Lebern,Bettlach,1109,17,4971,22.309394488030577,http://i.imgur.com/iR6Ksbc.png
2544,Lebern,Feldbrunnen-St. Niklaus,135,0,977,13.817809621289662,http://i.imgur.com/8RQLWmc.png
2545,Lebern,Flumenthal,259,7,1056,24.526515151515152,http://i.imgur.com/h8frbs5.png
2546,Lebern,Grenchen,4675,81,17746,26.343964837146398,http://i.imgur.com/HPgVrQu.png
2547,Lebern,Günsberg,260,3,1197,21.72096908939014,http://i.imgur.com/ZKfrFH6.png
2548,Lebern,Hubersdorf,185,2,727,25.447042640990368,http://i.imgur.com/GrIxwUh.png
2550,Lebern,Langendorf,934,5,3789,24.65030351016099,http://i.imgur.com/gBJhift.png
2551,Lebern,Lommiswil,351,7,1590,22.07547169811321,http://i.imgur.com/kp8FhJC.png
2553,Lebern,Oberdorf,335,2,1780,18.820224719101123,http://i.imgur.com/crpGiRQ.png
2554,Lebern,Riedholz,558,6,2317,24.082865774708676,http://i.imgur.com/sMEMU8t.png
2555,Lebern,Rüttenen,254,1,1483,17.127444369521243,http://i.imgur.com/sivJZRn.png
2556,Lebern,Selzach,847,9,3510,24.13105413105413,http://i.imgur.com/kla0mby.png
2571,Olten,Boningen,206,0,796,25.879396984924625,http://i.imgur.com/MhFqEu0.png
2572,Olten,Däniken,695,5,2898,23.982056590752244,http://i.imgur.com/BZxrxKx.png
2573,Olten,Dulliken,1428,7,5105,27.972575905974534,http://i.imgur.com/XL473mv.png
2575,Olten,Fulenbach,346,6,1773,19.51494641849972,http://i.imgur.com/QcYUHDY.png
2576,Olten,Gretzenbach,614,5,2789,22.0150591609896,http://i.imgur.com/MlSwCRn.png
2578,Olten,Gunzgen,365,3,1691,21.58486102897694,http://i.imgur.com/tAcSIIa.png
2579,Olten,Hägendorf,1343,11,5193,25.861736953591375,http://i.imgur.com/RJoWgKI.png
2580,Olten,Kappel,749,7,3286,22.79367011564212,http://i.imgur.com/FR4dCDn.png
2581,Olten,Olten,4481,21,18549,24.157636530271173,http://i.imgur.com/P9JM0Cd.png
2582,Olten,Rickenbach,254,1,1057,24.03027436140019,http://i.imgur.com/EVTUO7d.png
2583,Olten,Schönenwerd,1261,10,5094,24.75461327051433,http://i.imgur.com/l6WAIYt.png
2584,Olten,Starrkirch-Wil,475,4,1758,27.0193401592719,http://i.imgur.com/T9u6sRs.png
2586,Olten,Wangen b. Olten,1300,15,5155,25.21823472356935,http://i.imgur.com/gCafUGv.png
2421,Thal,Aedermannsdorf,176,1,581,30.292598967297764,http://i.imgur.com/BVMxQoV.png
2422,Thal,Balsthal,1817,15,6234,29.146615335258264,http://i.imgur.com/18bTE5O.png
2425,Thal,Holderbank,187,0,706,26.487252124645895,http://i.imgur.com/ftfz7o1.png
2426,Thal,Laupersdorf,453,6,1811,25.013804527885146,http://i.imgur.com/ZL7intR.png
2427,Thal,Matzendorf,300,2,1326,22.624434389140273,http://i.imgur.com/z108GYa.png
2428,Thal,Mümliswil-Ramiswil,638,8,2395,26.638830897703546,http://i.imgur.com/IvGrJWV.png
2430,Thal,Welschenrohr,237,2,1089,21.763085399449036,http://i.imgur.com/hQrTbTj.png
2611,Thierstein,Bärschwil,156,4,804,19.402985074626866,http://i.imgur.com/SIV7f2Q.png
2613,Thierstein,Breitenbach,1145,27,3994,28.668002003004506,http://i.imgur.com/RS288nQ.png
2614,Thierstein,Büsserach,574,6,2297,24.989116238572052,http://i.imgur.com/Frdm2ev.png
2615,Thierstein,Erschwil,257,3,950,27.052631578947366,http://i.imgur.com/fi2KQWE.png
2616,Thierstein,Fehren,143,3,595,24.03361344537815,http://i.imgur.com/tOLwfbI.png
2618,Thierstein,Himmelried,178,3,958,18.580375782881003,http://i.imgur.com/JV9lhgR.png
2619,Thierstein,Kleinlützel,295,2,1221,24.16052416052416,http://i.imgur.com/YRAV8Lv.png
2620,Thierstein,Meltingen,227,5,657,34.55098934550989,http://i.imgur.com/US4T7TG.png
2621,Thierstein,Nunningen,482,13,1916,25.156576200417536,http://i.imgur.com/wk78sE6.png
2622,Thierstein,Zullwil,219,1,659,33.23216995447648,http://i.imgur.com/TJpYXDO.png
2511,Wasseramt,Aeschi,264,4,1270,20.787401574803148,http://i.imgur.com/tCbYiS4.png
2513,Wasseramt,Biberist,2356,18,9151,25.745820128947656,http://i.imgur.com/t1DRpBF.png
2516,Wasseramt,Deitingen,558,3,2240,24.910714285714285,http://i.imgur.com/p2y3Rzi.png
2517,Wasseramt,Derendingen,1734,29,6608,26.2409200968523,http://i.imgur.com/drmZ0fh.png
2535,Wasseramt,Drei Höfe,164,2,750,21.866666666666667,http://i.imgur.com/4JHrz4f.png
2518,Wasseramt,Etziken,272,4,975,27.897435897435898,http://i.imgur.com/HbwkPRH.png
2519,Wasseramt,Gerlafingen,1788,24,5529,32.33857840477483,http://i.imgur.com/9CQ9svQ.png
2520,Wasseramt,Halten,144,3,851,16.92126909518214,http://i.imgur.com/v6uFic4.png
2523,Wasseramt,Horriwil,196,6,836,23.444976076555022,http://i.imgur.com/EbWzfp4.png
2525,Wasseramt,Kriegstetten,315,3,1306,24.11944869831547,http://i.imgur.com/4jZ8ETC.png
2526,Wasseramt,Lohn-Ammannsegg,626,10,2873,21.78907065784894,http://i.imgur.com/B6ZozeW.png
2527,Wasseramt,Luterbach,898,9,3599,24.95137538205057,http://i.imgur.com/M0uPCK5.png
2528,Wasseramt,Obergerlafingen,255,3,1266,20.14218009478673,http://i.imgur.com/oXurco9.png
2529,Wasseramt,Oekingen,197,1,879,22.41183162684869,http://i.imgur.com/zvx6Jpb.png
2530,Wasseramt,Recherswil,496,11,2029,24.44553967471661,http://i.imgur.com/tvUPa8W.png
2532,Wasseramt,Subingen,849,8,3181,26.689720213769252,http://i.imgur.com/3nC8fJu.png
2534,Wasseramt,Zuchwil,2645,26,9103,29.056355047786443,http://i.imgur.com/A5H6PB3.png
