bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7169,59,16883,42.46283243499378,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,933,19,2521,37.00912336374454,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,553,4,1104,50.09057971014492,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,376,1,879,42.77588168373151,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,569,5,1474,38.60244233378562,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,436,6,1139,38.279192273924494,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,442,3,1190,37.142857142857146,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,409,4,1051,38.91531874405329,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,2850,17,6923,41.16712407915644,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,357,4,906,39.40397350993378,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,444,6,1277,34.768989819890365,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1073,16,3216,33.364427860696516,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,348,3,943,36.90349946977731,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,511,5,1521,33.59631821170282,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,430,6,1368,31.432748538011694,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,365,9,1026,35.57504873294347,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,494,9,1450,34.06896551724138,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1545,22,4086,37.81204111600587,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,629,10,1648,38.167475728155345,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,709,6,1852,38.2829373650108,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,888,18,2278,38.981562774363475,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,451,4,1265,35.65217391304348,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,783,13,2305,33.96963123644252,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2400,26,6326,37.938665823585204,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,917,7,2376,38.59427609427609,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1175,6,3576,32.85794183445191,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,166,5,506,32.80632411067194,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1321,31,3967,33.29972271237711,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1467,20,3904,37.57684426229508,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,825,23,2363,34.913245873889124,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,464,7,1227,37.815810920945395,http://i.imgur.com/ZbMWoK9.png
2500.0,Gösgen,Trimbach,2470,33,6617,37.32809430255403,http://i.imgur.com/WoSpmww.png
2501.0,Gösgen,Winznau,681,7,1977,34.44613050075873,http://i.imgur.com/XzWXfuU.png
2542.0,Lebern,Bellach,2026,19,5340,37.940074906367045,http://i.imgur.com/ltCzE3I.png
2543.0,Lebern,Bettlach,1833,31,4971,36.873868436934224,http://i.imgur.com/iR6Ksbc.png
,Lebern,Feldbrunnen,288,1,977,29.47799385875128,
2545.0,Lebern,Flumenthal,428,4,1056,40.53030303030303,http://i.imgur.com/h8frbs5.png
2546.0,Lebern,Grenchen,6486,71,17746,36.54908148315113,http://i.imgur.com/HPgVrQu.png
2547.0,Lebern,Günsberg,445,3,1197,37.17627401837928,http://i.imgur.com/ZKfrFH6.png
2548.0,Lebern,Hubersdorf,273,2,727,37.551581843191194,http://i.imgur.com/GrIxwUh.png
2550.0,Lebern,Langendorf,1505,16,3789,39.720242808128795,http://i.imgur.com/gBJhift.png
2551.0,Lebern,Lommiswil,616,2,1590,38.742138364779876,http://i.imgur.com/kp8FhJC.png
