BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,vorletzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,3538.0,358.0,283,16.21894196387641,358.0,283.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1486.0,147.0,113,17.542202809585643,147.0,113.0,4.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,177.0,11.0,20,18.36099585062241,11.0,20.0,2.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,102.0,10.0,17,14.147018030513175,10.0,17.0,1.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,223.0,12.0,15,14.91638795986622,12.0,15.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,284.0,17.0,18,14.947368421052632,17.0,18.0,2.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,191.0,23.0,17,11.826625386996904,23.0,17.0,2.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,410.0,41.0,17,18.807339449541285,41.0,17.0,3.0,http://i.imgur.com/84retIE.png
4021,Baden,19531.0,3133.0,311.0,289,16.041165326916186,311.0,289.0,4.0,http://i.imgur.com/in3AmXY.png
4224,Beinwil (Freiamt),1203.0,197.0,18.0,16,16.375727348295925,18.0,16.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,519.0,49.0,35,15.368670417530353,49.0,35.0,3.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,208.0,28.0,11,13.568166992824526,28.0,11.0,2.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,345.0,51.0,19,12.0,51.0,19.0,4.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,700.0,76.0,59,14.727540500736378,76.0,59.0,4.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,115.0,7.0,6,18.341307814992025,7.0,6.0,1.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,105.0,12.0,5,15.861027190332328,12.0,5.0,2.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,259.0,12.0,8,16.39240506329114,12.0,8.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,431.0,44.0,38,14.580514208389717,44.0,38.0,3.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,816.0,82.0,41,17.71986970684039,82.0,41.0,4.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,104.0,18.0,11,13.92235609103079,18.0,11.0,2.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,149.0,10.0,15,12.922810060711187,10.0,15.0,1.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,262.0,22.0,29,17.7027027027027,22.0,29.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,427.0,37.0,34,14.878048780487804,37.0,34.0,3.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,137.0,11.0,8,16.78921568627451,11.0,8.0,2.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,1430.0,154.0,114,17.1875,154.0,114.0,4.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,508.0,77.0,58,12.828282828282827,77.0,58.0,4.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,1686.0,185.0,128,13.327009722551578,185.0,128.0,4.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,123.0,11.0,8,13.961407491486947,11.0,8.0,2.0,http://i.imgur.com/F3kukwZ.png
4003,Buchs,8018.0,1482.0,173.0,110,18.48341232227488,173.0,110.0,4.0,http://i.imgur.com/qmCDQpo.png
4133,Burg,1013.0,167.0,15.0,6,16.48568608094768,15.0,6.0,2.0,http://i.imgur.com/vOAYsho.png
4230,Buttwil,1239.0,182.0,33.0,22,14.689265536723164,33.0,22.0,3.0,http://i.imgur.com/yppnIDt.png
4303,Böttstein,3926.0,667.0,67.0,51,16.98930208863984,67.0,51.0,4.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,187.0,19.0,7,11.333333333333332,19.0,7.0,2.0,http://i.imgur.com/Z82TA8D.png
4185,Böztal,2719.0,382.0,49.0,26,14.049282824567854,49.0,26.0,3.0,https://i.imgur.com/zKagqOg.png
4229,Bünzen,1116.0,189.0,17.0,11,16.93548387096774,17.0,11.0,2.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,226.0,27.0,10,22.266009852216747,27.0,10.0,2.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,78.0,4.0,4,10.655737704918032,4.0,4.0,1.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,220.0,37.0,10,16.308376575240917,37.0,10.0,3.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,380.0,38.0,43,16.717993840739112,38.0,43.0,3.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,805.0,82.0,57,20.619877049180328,82.0,57.0,4.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,740.0,52.0,47,17.699115044247787,52.0,47.0,4.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,204.0,11.0,8,15.536938309215536,11.0,8.0,2.0,http://i.imgur.com/yvxFBnD.png
4066,Eggenwil,1038.0,143.0,31.0,5,13.776493256262043,31.0,5.0,3.0,http://i.imgur.com/yYenINV.png
4195,Egliswil,1472.0,226.0,25.0,39,15.353260869565217,25.0,39.0,2.0,http://i.imgur.com/vN2vVQd.png
4049,Ehrendingen,4849.0,688.0,48.0,50,14.18849247267478,48.0,50.0,3.0,http://i.imgur.com/fiW4ip1.png
4161,Eiken,2298.0,362.0,33.0,26,15.752828546562228,33.0,26.0,3.0,http://i.imgur.com/iCYKJYG.png
