BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,1888.0,25,27,8.654992206839644,25.0,2.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,927.0,12,0-3,10.943218038012041,12.0,2.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,59.0,0-3,0-3,6.1203319502074685,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,51.0,0-3,0-3,7.073509015256588,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,126.0,0-3,5,8.42809364548495,0.0,0.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,117.0,0-3,0-3,6.157894736842105,0.0,0.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,77.0,0-3,0-3,4.767801857585139,0.0,0.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,211.0,5,4,9.678899082568808,5.0,1.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,354.0,0-3,0-3,8.151047662905825,0.0,0.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,1645.0,34,15,8.422507808099944,34.0,3.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,81.0,0-3,0-3,6.733167082294264,0.0,0.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,262.0,0-3,0-3,7.75836541308854,0.0,0.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,110.0,0-3,0-3,7.175472928897586,0.0,0.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,169.0,0-3,0-3,5.878260869565217,0.0,0.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,395.0,6,5,8.310540711129812,6.0,1.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,39.0,0-3,0-3,6.220095693779904,0.0,0.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,55.0,0-3,0-3,8.308157099697885,0.0,0.0,http://i.imgur.com/OaApds5.png
