BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,vorletzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,5405.0,242,324,24.77766571926286,242.0,324.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,2362.0,85,139,27.883366780781486,85.0,139.0,4.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,313.0,19,23,32.468879668049794,19.0,23.0,2.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,153.0,4,4,21.220527045769764,4.0,4.0,1.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,385.0,26,15,25.75250836120401,26.0,15.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,371.0,5,17,19.526315789473685,5.0,17.0,1.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,331.0,26,28,20.4953560371517,26.0,28.0,2.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,681.0,28,35,31.238532110091743,28.0,35.0,2.0,http://i.imgur.com/84retIE.png
4021,Baden,19531.0,4786.0,192,285,24.50463365931084,192.0,285.0,4.0,http://i.imgur.com/in3AmXY.png
4224,Beinwil (Freiamt),1203.0,300.0,29,21,24.93765586034913,29.0,21.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,820.0,64,48,24.28190701806337,64.0,48.0,4.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,325.0,24,21,21.200260926288323,24.0,21.0,2.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,597.0,25,40,20.765217391304347,25.0,40.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,1151.0,46,56,24.216284451925098,46.0,56.0,3.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,174.0,7,9,27.751196172248804,7.0,9.0,1.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,177.0,19,0-3,26.73716012084592,19.0,0.0,2.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,376.0,7,19,23.79746835443038,7.0,19.0,1.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,741.0,27,38,25.06765899864682,27.0,38.0,2.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,1247.0,47,69,27.07926167209555,47.0,69.0,3.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,200.0,10,11,26.77376171352075,10.0,11.0,1.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,236.0,9,19,20.4683434518647,9.0,19.0,1.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,452.0,32,28,30.54054054054054,32.0,28.0,3.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,702.0,34,46,24.459930313588853,34.0,46.0,3.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,181.0,0-3,8,22.181372549019606,0.0,8.0,0.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,2170.0,93,152,26.08173076923077,93.0,152.0,4.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,880.0,59,76,22.22222222222222,59.0,76.0,4.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,2847.0,127,168,22.504149869575528,127.0,168.0,4.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,279.0,19,19,31.66855845629966,19.0,19.0,2.0,http://i.imgur.com/F3kukwZ.png
4003,Buchs,8018.0,2424.0,131,139,30.231978049388875,131.0,139.0,4.0,http://i.imgur.com/qmCDQpo.png
4133,Burg,1013.0,266.0,10,5,26.25863770977295,10.0,5.0,1.0,http://i.imgur.com/vOAYsho.png
4230,Buttwil,1239.0,334.0,24,15,26.957223567393058,24.0,15.0,2.0,http://i.imgur.com/yppnIDt.png
4303,Böttstein,3926.0,1057.0,59,65,26.923076923076923,59.0,65.0,4.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,324.0,19,19,19.636363636363637,19.0,19.0,2.0,http://i.imgur.com/Z82TA8D.png
4185,Böztal,2719.0,659.0,25,48,24.236851783744022,25.0,48.0,2.0,https://i.imgur.com/zKagqOg.png
4229,Bünzen,1116.0,312.0,11,25,27.956989247311824,11.0,25.0,2.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,306.0,11,8,30.147783251231523,11.0,8.0,2.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,148.0,12,19,20.21857923497268,12.0,19.0,2.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,386.0,16,29,28.613787991104523,16.0,29.0,2.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,645.0,31,40,28.37659480862297,31.0,40.0,3.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,1353.0,70,97,34.65676229508197,70.0,97.0,4.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,1152.0,47,56,27.55321693374791,47.0,56.0,3.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,311.0,8,15,23.686214775323684,8.0,15.0,1.0,http://i.imgur.com/yvxFBnD.png
