bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7402,19,16859,43.90533246337268,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,971,3,3511,27.655938479065796,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,570,1,1115,51.12107623318386,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,383,0,908,42.180616740088105,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,587,1,1474,39.8236092265943,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,450,2,1139,39.50834064969271,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,488,1,1162,41.996557659208264,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,427,0,1047,40.783190066857685,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,2991,19,6870,43.53711790393013,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,377,1,908,41.519823788546255,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,475,1,1257,37.78838504375497,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1151,6,3299,34.889360412246134,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,367,1,957,38.349007314524556,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,531,3,1539,34.50292397660819,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,470,3,1406,33.428165007112376,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,384,0,1055,36.39810426540284,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,528,5,1466,36.01637107776262,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1609,3,4214,38.182249644043665,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,665,2,1730,38.4393063583815,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,729,2,1874,38.900747065101385,http://i.imgur.com/ITC2whV.png
