BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814,1636.0,63,33,7.4997707894013015,63.0,4.0,http://i.imgur.com/JWqWyRS.png
4002,Biberstein,1580,96.0,0-3,0-3,6.075949367088607,0.0,0.0,http://i.imgur.com/Kt8HIfM.png
4003,Buchs,8018,716.0,31,15,8.92990770765777,31.0,3.0,http://i.imgur.com/qmCDQpo.png
4004,Densbüren,732,36.0,4,0-3,4.918032786885246,4.0,1.0,http://i.imgur.com/0PxOfpX.png
4005,Erlinsbach,4327,261.0,11,6,6.03189276635082,11.0,2.0,http://i.imgur.com/Ih3L9IJ.png
4006,Gränichen,8039,568.0,11,9,7.065555417340465,11.0,2.0,http://i.imgur.com/CIdzMjH.png
4007,Hirschthal,1646,131.0,0-3,5,7.95868772782503,0.0,0.0,http://i.imgur.com/EukYYJT.png
4008,Küttigen,6286,401.0,15,16,6.379255488386891,15.0,2.0,http://i.imgur.com/p524AOA.png
4009,Muhen,3939,294.0,7,5,7.463823305407463,7.0,1.0,http://i.imgur.com/bL0cP46.png
4010,Oberentfelden,8534,824.0,16,18,9.655495664401219,16.0,2.0,http://i.imgur.com/eNr44Vb.png
4012,Suhr,10512,975.0,24,26,9.275114155251142,24.0,2.0,http://i.imgur.com/lcfdzfA.png
4013,Unterentfelden,4275,388.0,14,10,9.076023391812866,14.0,2.0,http://i.imgur.com/YH3LS4D.png
4021,Baden,19531,1467.0,50,28,7.511136142542625,50.0,3.0,http://i.imgur.com/in3AmXY.png
4022,Bellikon,1533,99.0,0-3,0-3,6.457925636007827,0.0,0.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875,157.0,12,9,5.460869565217391,12.0,2.0,http://i.imgur.com/zqGmpsA.png
4024,Birmenstorf,2956,170.0,6,6,5.7510148849797025,6.0,1.0,http://i.imgur.com/z7XUl5Q.png
4049,Ehrendingen,4849,324.0,9,11,6.681790059806146,9.0,1.0,http://i.imgur.com/fiW4ip1.png
4026,Ennetbaden,3507,216.0,15,9,6.159110350727117,15.0,2.0,http://i.imgur.com/wJOjCmh.png
4027,Fislisbach,5606,590.0,7,11,10.524438102033535,7.0,1.0,http://i.imgur.com/Nlv59so.png
4028,Freienwil,1053,69.0,0-3,0-3,6.552706552706552,0.0,0.0,http://i.imgur.com/nTfgkCY.png
4029,Gebenstorf,5497,446.0,10,9,8.11351646352556,10.0,1.0,http://i.imgur.com/RxpsOVw.png
4030,Killwangen,2050,173.0,6,10,8.439024390243903,6.0,1.0,http://i.imgur.com/1mK0CwS.png
4031,Künten,1814,112.0,0-3,0-3,6.174200661521499,0.0,0.0,http://i.imgur.com/5mVDyI2.png
4032,Mägenwil,2128,177.0,5,5,8.31766917293233,5.0,1.0,http://i.imgur.com/i6P6JMV.png
4033,Mellingen,5803,497.0,17,7,8.56453558504222,17.0,2.0,http://i.imgur.com/ygzUtMm.png
4034,Neuenhof,8989,934.0,37,37,10.390477249972188,37.0,3.0,http://i.imgur.com/yrqjhgc.png
4035,Niederrohrdorf,4195,290.0,8,16,6.912991656734207,8.0,1.0,http://i.imgur.com/FIcVun6.png
