BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,2383.0,146,100,10.924177133950675,146.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1085.0,30,25,12.80840514697202,30.0,2.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,132.0,5,20,13.692946058091287,5.0,1.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,60.0,0-3,0-3,8.321775312066574,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,153.0,11,0-3,10.234113712374581,11.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,174.0,35,16,9.157894736842104,35.0,3.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,130.0,6,8,8.04953560371517,6.0,1.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,287.0,25,20,13.165137614678898,25.0,2.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,462.0,43,32,10.637807966843196,43.0,3.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,2028.0,113,89,10.383492908709231,113.0,4.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,106.0,7,7,8.811305070656692,7.0,1.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,358.0,25,25,10.601125259105714,25.0,2.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,132.0,6,7,8.610567514677104,6.0,1.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,227.0,34,12,7.895652173913044,34.0,3.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,495.0,27,31,10.414475068377866,27.0,2.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,69.0,7,15,11.004784688995215,7.0,1.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,75.0,7,4,11.329305135951662,7.0,1.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,195.0,30,27,12.341772151898734,30.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,272.0,27,23,9.201623815967523,27.0,2.0,http://i.imgur.com/z7XUl5Q.png
