bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601.0,Solothurn,Solothurn,7681,2,16859,45.560234889376595,http://i.imgur.com/JHN85pd.png
2465.0,Bucheggberg,Buchegg,1019,0,2511,40.581441656710474,http://i.imgur.com/yrxc1LY.png
2464.0,Bucheggberg,Lüsslingen-Nennigkofen,589,0,1115,52.82511210762332,http://i.imgur.com/N8MtfcB.png
2455.0,Bucheggberg,Lüterkofen-Ichertswil,391,0,908,43.06167400881058,http://i.imgur.com/YJgUnxE.png
2457.0,Bucheggberg,Messen,610,1,1475,41.35593220338983,http://i.imgur.com/2uxYEzV.png
2461.0,Bucheggberg,Schnottwil,467,0,1140,40.96491228070175,http://i.imgur.com/pEng2IM.png
2471.0,Dorneck,Bättwil,532,2,1162,45.78313253012048,http://i.imgur.com/LLvYalH.png
2472.0,Dorneck,Büren,440,0,1047,42.02483285577841,http://i.imgur.com/PnBxaSz.png
2473.0,Dorneck,Dornach,3167,0,6870,46.098981077147016,http://i.imgur.com/COHmoqb.png
2474.0,Dorneck,Gempen,396,0,908,43.61233480176212,http://i.imgur.com/HzEspur.png
2475.0,Dorneck,Hochwald,505,0,1257,40.17501988862371,http://i.imgur.com/kIBMZAQ.png
2476.0,Dorneck,Hofstetten-Flüh,1211,1,3299,36.708093361624734,http://i.imgur.com/V2VR9yi.png
2477.0,Dorneck,Metzerlen-Mariastein,378,0,957,39.49843260188088,http://i.imgur.com/i4ILrgV.png
2478.0,Dorneck,Nuglar-St. Pantaleon,566,0,1539,36.77712800519818,http://i.imgur.com/MGm5Ywo.png
2479.0,Dorneck,Rodersdorf,495,1,1406,35.206258890469414,http://i.imgur.com/p4uw0r9.png
2480.0,Dorneck,Seewen,409,2,1055,38.76777251184834,http://i.imgur.com/0JB6Mb5.png
2481.0,Dorneck,Witterswil,560,0,1466,38.199181446111865,http://i.imgur.com/0JrQ5Xw.png
2401.0,Gäu,Egerkingen,1659,0,4214,39.3687707641196,http://i.imgur.com/wyoEuip.png
2402.0,Gäu,Härkingen,687,0,1730,39.71098265895954,http://i.imgur.com/PQdyoSw.png
2403.0,Gäu,Kestenholz,760,0,1874,40.55496264674493,http://i.imgur.com/ITC2whV.png
2404.0,Gäu,Neuendorf,956,0,2342,40.8198121263877,http://i.imgur.com/aAcIy85.png
2405.0,Gäu,Niederbuchsiten,485,0,1284,37.77258566978193,http://i.imgur.com/cetMZcH.png
2406.0,Gäu,Oberbuchsiten,844,0,2300,36.69565217391305,http://i.imgur.com/GMgfP9q.png
2407.0,Gäu,Oensingen,2579,1,6484,39.77483035163479,http://i.imgur.com/nxrng2H.png
2408.0,Gäu,Wolfwil,978,1,2388,40.95477386934673,http://i.imgur.com/rWT56QU.png
2503.0,Gösgen,Erlinsbach,1290,1,3594,35.89315525876461,http://i.imgur.com/PUlb6uL.png
2492.0,Gösgen,Kienberg,186,1,497,37.42454728370221,http://i.imgur.com/wLtAkKX.png
2493.0,Gösgen,Lostorf,1463,0,4052,36.10562685093781,http://i.imgur.com/zAcNSRM.png
2495.0,Gösgen,Niedergösgen,1582,0,4057,38.99433078629529,http://i.imgur.com/AllQYDU.png
2497.0,Gösgen,Obergösgen,917,0,2402,38.176519567027476,http://i.imgur.com/H29uxzr.png
2499.0,Gösgen,Stüsslingen,515,0,1236,41.66666666666667,http://i.imgur.com/ZbMWoK9.png
2500.0,Gösgen,Trimbach,2654,2,6663,39.831907549152035,http://i.imgur.com/WoSpmww.png
2501.0,Gösgen,Winznau,744,0,1964,37.88187372708758,http://i.imgur.com/XzWXfuU.png
2542.0,Lebern,Bellach,2183,1,5389,40.508443124884025,http://i.imgur.com/ltCzE3I.png
2543.0,Lebern,Bettlach,2007,1,4965,40.42296072507553,http://i.imgur.com/iR6Ksbc.png
,Lebern,Feldbrunnen,321,0,1004,31.97211155378486,
2545.0,Lebern,Flumenthal,460,0,1037,44.35872709739633,http://i.imgur.com/h8frbs5.png
2546.0,Lebern,Grenchen,7067,5,18010,39.23931149361466,http://i.imgur.com/HPgVrQu.png
2547.0,Lebern,Günsberg,477,0,1163,41.0146173688736,http://i.imgur.com/ZKfrFH6.png
2548.0,Lebern,Hubersdorf,290,0,725,40.0,http://i.imgur.com/GrIxwUh.png
2550.0,Lebern,Langendorf,1604,1,3798,42.232754081095315,http://i.imgur.com/gBJhift.png
2551.0,Lebern,Lommiswil,656,1,1605,40.87227414330218,http://i.imgur.com/kp8FhJC.png
2553.0,Lebern,Oberdorf,689,0,1819,37.87795492028587,http://i.imgur.com/crpGiRQ.png
2554.0,Lebern,Riedholz,1011,0,2310,43.76623376623377,http://i.imgur.com/sMEMU8t.png
2555.0,Lebern,Rüttenen,468,0,1512,30.952380952380953,http://i.imgur.com/sivJZRn.png
2556.0,Lebern,Selzach,1448,0,3569,40.571588680302604,http://i.imgur.com/kla0mby.png
