BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,1866.0,27,22,8.554139543412486,27.0,2.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,916.0,0-3,10,10.813363239286979,0.0,0.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,58.0,0-3,0-3,6.016597510373444,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,51.0,0-3,0-3,7.073509015256588,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,125.0,5,0-3,8.361204013377927,5.0,1.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,115.0,0-3,0-3,6.052631578947368,0.0,0.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,76.0,0-3,0-3,4.705882352941177,0.0,0.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,206.0,4,0-3,9.44954128440367,4.0,1.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,353.0,0-3,0-3,8.128022104536035,0.0,0.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,1617.0,15,6,8.279145973068456,15.0,2.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,82.0,0-3,0-3,6.816292601828762,0.0,0.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,261.0,0-3,0-3,7.728753331359195,0.0,0.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,110.0,0-3,0-3,7.175472928897586,0.0,0.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,168.0,0-3,0-3,5.843478260869565,0.0,0.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,389.0,5,5,8.18430464969493,5.0,1.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,39.0,0-3,0-3,6.220095693779904,0.0,0.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,55.0,0-3,0-3,8.308157099697885,0.0,0.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,104.0,0-3,0-3,6.582278481012659,0.0,0.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,211.0,0-3,0-3,7.138024357239512,0.0,0.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,498.0,5,0-3,10.814332247557003,5.0,1.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,53.0,0-3,0-3,7.095046854082998,0.0,0.0,http://i.imgur.com/vJnLuxW.png
