bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601,Solothurn,Solothurn,4106,93,16883,24.320322217615352,http://i.imgur.com/JHN85pd.png
2465,Bucheggberg,Buchegg,527,20,2521,20.904403014676713,http://i.imgur.com/yrxc1LY.png
2464,Bucheggberg,Lüsslingen-Nennigkofen,367,7,1104,33.242753623188406,http://i.imgur.com/N8MtfcB.png
2455,Bucheggberg,Lüterkofen-Ichertswil,181,8,879,20.591581342434583,http://i.imgur.com/YJgUnxE.png
2457,Bucheggberg,Messen,378,12,1474,25.64450474898236,http://i.imgur.com/2uxYEzV.png
2461,Bucheggberg,Schnottwil,272,8,1139,23.88059701492537,http://i.imgur.com/pEng2IM.png
2471,Dorneck,Bättwil,230,5,1190,19.327731092436977,http://i.imgur.com/LLvYalH.png
2472,Dorneck,Büren,223,6,1051,21.217887725975263,http://i.imgur.com/PnBxaSz.png
2473,Dorneck,Dornach,1962,32,6923,28.340314892387692,http://i.imgur.com/COHmoqb.png
2474,Dorneck,Gempen,225,3,906,24.834437086092713,http://i.imgur.com/HzEspur.png
2475,Dorneck,Hochwald,248,6,1277,19.42051683633516,http://i.imgur.com/kIBMZAQ.png
2476,Dorneck,Hofstetten-Flüh,524,14,3216,16.29353233830846,http://i.imgur.com/V2VR9yi.png
2477,Dorneck,Metzerlen-Mariastein,191,11,943,20.254506892895016,http://i.imgur.com/i4ILrgV.png
2478,Dorneck,Nuglar-St. Pantaleon,244,7,1521,16.042077580539118,http://i.imgur.com/MGm5Ywo.png
2479,Dorneck,Rodersdorf,239,4,1368,17.470760233918128,http://i.imgur.com/p4uw0r9.png
2480,Dorneck,Seewen,192,2,1026,18.71345029239766,http://i.imgur.com/0JB6Mb5.png
2481,Dorneck,Witterswil,249,9,1450,17.17241379310345,http://i.imgur.com/0JrQ5Xw.png
2401,Gäu,Egerkingen,972,16,4086,23.788546255506606,http://i.imgur.com/wyoEuip.png
2402,Gäu,Härkingen,370,7,1648,22.451456310679614,http://i.imgur.com/PQdyoSw.png
2403,Gäu,Kestenholz,450,7,1852,24.29805615550756,http://i.imgur.com/ITC2whV.png
2404,Gäu,Neuendorf,560,9,2278,24.582967515364356,http://i.imgur.com/aAcIy85.png
2405,Gäu,Niederbuchsiten,249,8,1265,19.683794466403164,http://i.imgur.com/cetMZcH.png
2406,Gäu,Oberbuchsiten,475,5,2305,20.607375271149674,http://i.imgur.com/GMgfP9q.png
2407,Gäu,Oensingen,1589,27,6326,25.118558330698704,http://i.imgur.com/nxrng2H.png
2408,Gäu,Wolfwil,468,10,2376,19.696969696969695,http://i.imgur.com/rWT56QU.png
2503,Gösgen,Erlinsbach,750,15,3576,20.973154362416107,http://i.imgur.com/PUlb6uL.png
