BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,1956.0,52,36,8.966718621069038,52.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,971.0,19,28,11.46263723291229,19.0,2.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,61.0,0-3,0-3,6.327800829875518,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,52.0,0-3,0-3,7.212205270457697,0.0,0.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,131.0,0-3,4,8.762541806020067,0.0,0.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,121.0,0-3,0-3,6.368421052631579,0.0,0.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,88.0,0-3,7,5.448916408668731,0.0,0.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,217.0,10,0-3,9.954128440366974,10.0,1.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,364.0,8,5,8.38130324660373,8.0,1.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,1725.0,34,60,8.832113051047054,34.0,3.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,83.0,0-3,0-3,6.899418121363259,0.0,0.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,281.0,10,9,8.320994965946106,10.0,1.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,112.0,0-3,0-3,7.30593607305936,0.0,0.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,172.0,0-3,0-3,5.982608695652174,0.0,0.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,403.0,0-3,8,8.478855459709656,0.0,0.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,40.0,0-3,0-3,6.379585326953747,0.0,0.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,61.0,4,0-3,9.214501510574017,4.0,1.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,120.0,4,5,7.59493670886076,4.0,1.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,212.0,0-3,0-3,7.171853856562922,0.0,0.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,516.0,6,4,11.205211726384364,6.0,1.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,56.0,0-3,0-3,7.49665327978581,0.0,0.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,78.0,0-3,0-3,6.764960971379011,0.0,0.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,130.0,0-3,0-3,8.783783783783784,0.0,0.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,204.0,8,0-3,7.10801393728223,8.0,1.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,86.0,7,0-3,10.53921568627451,7.0,1.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,752.0,19,27,9.038461538461538,19.0,2.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,225.0,6,6,5.681818181818182,6.0,1.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,963.0,19,8,7.612046478539246,19.0,2.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,65.0,0-3,0-3,7.377979568671964,0.0,0.0,http://i.imgur.com/F3kukwZ.png
