bfs_nummer,Bezirk,Gemeinde,Total Fälle,Fälle neu,Einwohner,fälle_pro_hundert,wappen
2601,Solothurn,Solothurn,4724,22,16883,27.980809097909138,http://i.imgur.com/JHN85pd.png
2465,Bucheggberg,Buchegg,614,4,2521,24.355414518048395,http://i.imgur.com/yrxc1LY.png
2464,Bucheggberg,Lüsslingen-Nennigkofen,429,5,1104,38.858695652173914,http://i.imgur.com/N8MtfcB.png
2455,Bucheggberg,Lüterkofen-Ichertswil,218,3,879,24.800910125142206,http://i.imgur.com/YJgUnxE.png
2457,Bucheggberg,Messen,430,1,1474,29.17232021709634,http://i.imgur.com/2uxYEzV.png
2461,Bucheggberg,Schnottwil,327,4,1139,28.709394205443374,http://i.imgur.com/pEng2IM.png
2471,Dorneck,Bättwil,290,7,1190,24.369747899159663,http://i.imgur.com/LLvYalH.png
2472,Dorneck,Büren,288,6,1051,27.402473834443384,http://i.imgur.com/PnBxaSz.png
2473,Dorneck,Dornach,2227,23,6923,32.16813520150224,http://i.imgur.com/COHmoqb.png
2474,Dorneck,Gempen,261,1,906,28.807947019867548,http://i.imgur.com/HzEspur.png
2475,Dorneck,Hochwald,334,0,1277,26.15505090054816,http://i.imgur.com/kIBMZAQ.png
2476,Dorneck,Hofstetten-Flüh,745,18,3216,23.16542288557214,http://i.imgur.com/V2VR9yi.png
2477,Dorneck,Metzerlen-Mariastein,249,0,943,26.4050901378579,http://i.imgur.com/i4ILrgV.png
2478,Dorneck,Nuglar-St. Pantaleon,344,8,1521,22.616699539776462,http://i.imgur.com/MGm5Ywo.png
2479,Dorneck,Rodersdorf,286,7,1368,20.906432748538013,http://i.imgur.com/p4uw0r9.png
2480,Dorneck,Seewen,242,0,1026,23.586744639376217,http://i.imgur.com/0JB6Mb5.png
2481,Dorneck,Witterswil,316,5,1450,21.793103448275865,http://i.imgur.com/0JrQ5Xw.png
2401,Gäu,Egerkingen,1122,5,4086,27.45961820851689,http://i.imgur.com/wyoEuip.png
2402,Gäu,Härkingen,433,0,1648,26.274271844660195,http://i.imgur.com/PQdyoSw.png
2403,Gäu,Kestenholz,492,3,1852,26.565874730021598,http://i.imgur.com/ITC2whV.png
2404,Gäu,Neuendorf,624,5,2278,27.392449517120284,http://i.imgur.com/aAcIy85.png
2405,Gäu,Niederbuchsiten,279,1,1265,22.055335968379445,http://i.imgur.com/cetMZcH.png
2406,Gäu,Oberbuchsiten,551,5,2305,23.904555314533624,http://i.imgur.com/GMgfP9q.png
2407,Gäu,Oensingen,1809,9,6326,28.59626936452735,http://i.imgur.com/nxrng2H.png
2408,Gäu,Wolfwil,539,0,2376,22.685185185185187,http://i.imgur.com/rWT56QU.png
2503,Gösgen,Erlinsbach,857,3,3576,23.965324384787472,http://i.imgur.com/PUlb6uL.png
2492,Gösgen,Kienberg,117,1,506,23.122529644268774,http://i.imgur.com/wLtAkKX.png
2493,Gösgen,Lostorf,892,8,3967,22.485505419712627,http://i.imgur.com/zAcNSRM.png
2495,Gösgen,Niedergösgen,1075,10,3904,27.535860655737704,http://i.imgur.com/AllQYDU.png
2497,Gösgen,Obergösgen,580,3,2363,24.545069826491748,http://i.imgur.com/H29uxzr.png
2499,Gösgen,Stüsslingen,309,2,1227,25.183374083129586,http://i.imgur.com/ZbMWoK9.png
2500,Gösgen,Trimbach,1862,9,6617,28.13964032038688,http://i.imgur.com/WoSpmww.png
2501,Gösgen,Winznau,436,2,1977,22.05361659079413,http://i.imgur.com/XzWXfuU.png
2542,Lebern,Bellach,1440,12,5340,26.96629213483146,http://i.imgur.com/ltCzE3I.png
2543,Lebern,Bettlach,1208,11,4971,24.300945483806075,http://i.imgur.com/iR6Ksbc.png
2544,Lebern,Feldbrunnen-St. Niklaus,146,0,977,14.943705220061412,http://i.imgur.com/8RQLWmc.png
2545,Lebern,Flumenthal,287,4,1056,27.178030303030305,http://i.imgur.com/h8frbs5.png
2546,Lebern,Grenchen,5027,34,17746,28.327510424884483,http://i.imgur.com/HPgVrQu.png
2547,Lebern,Günsberg,294,3,1197,24.561403508771928,http://i.imgur.com/ZKfrFH6.png
2548,Lebern,Hubersdorf,198,1,727,27.235213204951858,http://i.imgur.com/GrIxwUh.png
2550,Lebern,Langendorf,997,5,3789,26.313011348640803,http://i.imgur.com/gBJhift.png
2551,Lebern,Lommiswil,384,8,1590,24.150943396226417,http://i.imgur.com/kp8FhJC.png
2553,Lebern,Oberdorf,372,10,1780,20.89887640449438,http://i.imgur.com/crpGiRQ.png
2554,Lebern,Riedholz,634,11,2317,27.36296935692706,http://i.imgur.com/sMEMU8t.png
2555,Lebern,Rüttenen,278,4,1483,18.745785569790964,http://i.imgur.com/sivJZRn.png
2556,Lebern,Selzach,907,7,3510,25.84045584045584,http://i.imgur.com/kla0mby.png
2571,Olten,Boningen,217,0,796,27.261306532663315,http://i.imgur.com/MhFqEu0.png
2572,Olten,Däniken,736,2,2898,25.396825396825395,http://i.imgur.com/BZxrxKx.png
2573,Olten,Dulliken,1503,5,5105,29.441723800195884,http://i.imgur.com/XL473mv.png
2575,Olten,Fulenbach,391,4,1773,22.053017484489565,http://i.imgur.com/QcYUHDY.png
2576,Olten,Gretzenbach,663,4,2789,23.77196127644317,http://i.imgur.com/MlSwCRn.png
2578,Olten,Gunzgen,395,2,1691,23.358959195742166,http://i.imgur.com/tAcSIIa.png
2579,Olten,Hägendorf,1408,4,5193,27.113421914115154,http://i.imgur.com/RJoWgKI.png
2580,Olten,Kappel,814,9,3286,24.771758977480218,http://i.imgur.com/FR4dCDn.png
2581,Olten,Olten,4727,32,18549,25.48385357701224,http://i.imgur.com/P9JM0Cd.png
2582,Olten,Rickenbach,268,3,1057,25.354777672658468,http://i.imgur.com/EVTUO7d.png
2583,Olten,Schönenwerd,1357,18,5094,26.639183352964274,http://i.imgur.com/l6WAIYt.png
2584,Olten,Starrkirch-Wil,501,4,1758,28.498293515358363,http://i.imgur.com/T9u6sRs.png
2586,Olten,Wangen b. Olten,1407,11,5155,27.29388942774006,http://i.imgur.com/gCafUGv.png
2421,Thal,Aedermannsdorf,186,0,581,32.01376936316696,http://i.imgur.com/BVMxQoV.png
2422,Thal,Balsthal,1907,9,6234,30.59031119666346,http://i.imgur.com/18bTE5O.png
2425,Thal,Holderbank,199,0,706,28.18696883852691,http://i.imgur.com/ftfz7o1.png
2426,Thal,Laupersdorf,482,3,1811,26.615129762562123,http://i.imgur.com/ZL7intR.png
2427,Thal,Matzendorf,309,0,1326,23.30316742081448,http://i.imgur.com/z108GYa.png
2428,Thal,Mümliswil-Ramiswil,682,4,2395,28.47599164926931,http://i.imgur.com/IvGrJWV.png
2430,Thal,Welschenrohr,253,2,1089,23.232323232323232,http://i.imgur.com/hQrTbTj.png
2611,Thierstein,Bärschwil,167,1,804,20.771144278606965,http://i.imgur.com/SIV7f2Q.png
2613,Thierstein,Breitenbach,1271,8,3994,31.822734101151728,http://i.imgur.com/RS288nQ.png
2614,Thierstein,Büsserach,662,7,2297,28.820200261210278,http://i.imgur.com/Frdm2ev.png
2615,Thierstein,Erschwil,285,2,950,30.0,http://i.imgur.com/fi2KQWE.png
2616,Thierstein,Fehren,156,0,595,26.218487394957986,http://i.imgur.com/tOLwfbI.png
2618,Thierstein,Himmelried,194,5,958,20.250521920668056,http://i.imgur.com/JV9lhgR.png
2619,Thierstein,Kleinlützel,322,6,1221,26.371826371826373,http://i.imgur.com/YRAV8Lv.png
2620,Thierstein,Meltingen,238,2,657,36.22526636225266,http://i.imgur.com/US4T7TG.png
2621,Thierstein,Nunningen,529,7,1916,27.609603340292278,http://i.imgur.com/wk78sE6.png
2622,Thierstein,Zullwil,233,0,659,35.35660091047041,http://i.imgur.com/TJpYXDO.png
2511,Wasseramt,Aeschi,284,5,1270,22.362204724409448,http://i.imgur.com/tCbYiS4.png
2513,Wasseramt,Biberist,2505,10,9151,27.374057480056823,http://i.imgur.com/t1DRpBF.png
2516,Wasseramt,Deitingen,611,5,2240,27.27678571428571,http://i.imgur.com/p2y3Rzi.png
2517,Wasseramt,Derendingen,1874,14,6608,28.35956416464891,http://i.imgur.com/drmZ0fh.png
2535,Wasseramt,Drei Höfe,170,1,750,22.666666666666664,http://i.imgur.com/4JHrz4f.png
