BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,vorletzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,3145.0,268,220,14.41734665810947,268.0,268.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1324.0,103,54,15.629795773816552,103.0,103.0,4.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,164.0,18,9,17.012448132780083,18.0,18.0,2.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,90.0,15,0-3,12.482662968099861,15.0,15.0,2.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,208.0,14,19,13.91304347826087,14.0,14.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,280.0,19,26,14.736842105263156,19.0,19.0,2.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,167.0,17,6,10.340557275541794,17.0,17.0,2.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,369.0,16,21,16.926605504587155,16.0,16.0,2.0,http://i.imgur.com/84retIE.png
4021,Baden,19531.0,2804.0,272,213,14.356663765296195,272.0,272.0,4.0,http://i.imgur.com/in3AmXY.png
4224,Beinwil (Freiamt),1203.0,180.0,16,31,14.962593516209477,16.0,16.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,467.0,35,20,13.828842167604382,35.0,35.0,3.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,180.0,11,12,11.741682974559687,11.0,11.0,2.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,289.0,19,14,10.052173913043479,19.0,19.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,614.0,58,28,12.918156953503052,58.0,58.0,4.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,108.0,6,18,17.22488038277512,6.0,6.0,1.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,94.0,5,7,14.19939577039275,5.0,5.0,1.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,245.0,7,9,15.50632911392405,7.0,7.0,1.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,380.0,32,35,12.855209742895804,32.0,32.0,3.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,733.0,40,37,15.917480998914224,40.0,40.0,3.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,86.0,10,8,11.512717536813923,10.0,10.0,1.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,138.0,14,8,11.968777103209021,14.0,14.0,2.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,237.0,26,8,16.013513513513512,26.0,26.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,387.0,33,25,13.484320557491289,33.0,33.0,3.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,124.0,8,5,15.196078431372548,8.0,8.0,1.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,1273.0,109,70,15.30048076923077,109.0,109.0,4.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,432.0,57,26,10.909090909090908,57.0,57.0,4.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,1489.0,116,96,11.769820567544068,116.0,116.0,4.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,111.0,8,6,12.599318955732123,8.0,8.0,1.0,http://i.imgur.com/F3kukwZ.png
4003,Buchs,8018.0,1305.0,110,73,16.275879271638814,110.0,110.0,4.0,http://i.imgur.com/qmCDQpo.png
4133,Burg,1013.0,152.0,6,4,15.004935834155972,6.0,6.0,1.0,http://i.imgur.com/vOAYsho.png
4230,Buttwil,1239.0,146.0,20,10,11.78369652945924,20.0,20.0,2.0,http://i.imgur.com/yppnIDt.png
4303,Böttstein,3926.0,600.0,50,21,15.282730514518594,50.0,50.0,3.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,168.0,7,0-3,10.181818181818182,7.0,7.0,1.0,http://i.imgur.com/Z82TA8D.png
4185,Böztal,2719.0,329.0,23,13,12.10003677822729,23.0,23.0,2.0,https://i.imgur.com/zKagqOg.png
4229,Bünzen,1116.0,170.0,9,39,15.232974910394265,9.0,9.0,1.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,199.0,10,14,19.60591133004926,10.0,10.0,1.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,74.0,4,6,10.10928961748634,4.0,4.0,1.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,179.0,7,11,13.269088213491475,7.0,7.0,1.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,337.0,40,23,14.82622085349758,40.0,40.0,3.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,709.0,49,34,18.160860655737704,49.0,49.0,3.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,687.0,48,24,16.43147572351112,48.0,48.0,3.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,192.0,8,5,14.623000761614623,8.0,8.0,1.0,http://i.imgur.com/yvxFBnD.png
4066,Eggenwil,1038.0,111.0,5,6,10.69364161849711,5.0,5.0,1.0,http://i.imgur.com/yYenINV.png
4195,Egliswil,1472.0,198.0,36,11,13.451086956521738,36.0,36.0,3.0,http://i.imgur.com/vN2vVQd.png
4049,Ehrendingen,4849.0,628.0,44,61,12.951123943081047,44.0,44.0,3.0,http://i.imgur.com/fiW4ip1.png
4161,Eiken,2298.0,328.0,26,21,14.273281114012185,26.0,26.0,2.0,http://i.imgur.com/iCYKJYG.png
4305,Endingen,2567.0,329.0,27,22,12.816517335410985,27.0,27.0,2.0,http://i.imgur.com/n2YkuRe.png
4026,Ennetbaden,3507.0,501.0,38,30,14.285714285714285,38.0,38.0,3.0,http://i.imgur.com/wJOjCmh.png
4005,Erlinsbach,4327.0,593.0,45,50,13.7046452507511,45.0,45.0,3.0,http://i.imgur.com/Ih3L9IJ.png
4196,Fahrwangen,2310.0,316.0,37,18,13.679653679653681,37.0,37.0,3.0,http://i.imgur.com/zB6yFbf.png
4067,Fischbach-Göslikon,1663.0,239.0,19,17,14.371617558628982,19.0,19.0,2.0,http://i.imgur.com/mWTvWia.png
4306,Fisibach,526.0,76.0,7,0-3,14.44866920152091,7.0,7.0,1.0,http://i.imgur.com/yTT7fDF.png
4027,Fislisbach,5606.0,892.0,51,36,15.911523367820193,51.0,51.0,4.0,http://i.imgur.com/Nlv59so.png
4028,Freienwil,1053.0,133.0,10,4,12.630579297245964,10.0,10.0,1.0,http://i.imgur.com/nTfgkCY.png
4163,Frick,5584.0,841.0,60,46,15.060888252148995,60.0,60.0,4.0,http://i.imgur.com/vz4fzlu.png
4307,Full-Reuenthal,862.0,96.0,8,6,11.1368909512761,8.0,8.0,1.0,http://i.imgur.com/K5WG8LN.png
4164,Gansingen,1060.0,121.0,8,7,11.415094339622641,8.0,8.0,1.0,http://i.imgur.com/78jiI1Z.png
4029,Gebenstorf,5497.0,810.0,47,54,14.73531016918319,47.0,47.0,3.0,http://i.imgur.com/RxpsOVw.png
4232,Geltwil,214.0,,,,,,,,http://i.imgur.com/QsJLNJe.png
4165,Gipf-Oberfrick,3722.0,421.0,57,37,11.311123052122515,57.0,57.0,4.0,http://i.imgur.com/xgSIKpN.png
4135,Gontenschwil,2137.0,271.0,9,8,12.681328965839963,9.0,9.0,1.0,http://i.imgur.com/Lclz6bM.png
