BFS-Nummer,gemeinde,einwohner,fälle_total,letzte Woche,vorletzte Woche,fälle_pro_hundert,letzte_sieben_tage,kategorie_sieben_tage,Wappen
4001,Aarau,21814.0,2644.0,130,116,12.120656459154672,130.0,4.0,http://i.imgur.com/JWqWyRS.png
4271,Aarburg,8471.0,1161.0,45,32,13.705583756345177,45.0,3.0,http://i.imgur.com/6Voq865.png
4221,Abtwil,964.0,136.0,0-3,0-3,14.107883817427386,0.0,0.0,http://i.imgur.com/quVNZ0U.png
4191,Ammerswil,721.0,73.0,8,4,10.124826629680998,8.0,1.0,http://i.imgur.com/afyGrTN.png
4222,Aristau,1495.0,175.0,17,4,11.705685618729097,17.0,2.0,http://i.imgur.com/PIvaWFS.png
4061,Arni,1900.0,239.0,15,39,12.578947368421053,15.0,2.0,http://i.imgur.com/C3WOB3q.png
4091,Auenstein,1615.0,141.0,8,5,8.730650154798763,8.0,1.0,http://i.imgur.com/uT769MY.png
4223,Auw,2180.0,329.0,24,19,15.091743119266054,24.0,2.0,http://i.imgur.com/84retIE.png
4323,Bad Zurzach,4343.0,509.0,18,31,11.720009210223347,18.0,2.0,http://i.imgur.com/mjSPuPu.png
4021,Baden,19531.0,2314.0,133,144,11.847831652245148,133.0,4.0,http://i.imgur.com/in3AmXY.png
4301,Baldingen,273.0,,,,,,,http://i.imgur.com/BEwN8fD.png
4224,Beinwil (Freiamt),1203.0,133.0,14,11,11.055694098088113,14.0,2.0,http://i.imgur.com/1n5fQC2.png
4131,Beinwil am See,3377.0,407.0,29,18,12.052117263843648,29.0,2.0,http://i.imgur.com/CZhBYqU.png
4022,Bellikon,1533.0,157.0,17,8,10.241356816699282,17.0,2.0,http://i.imgur.com/EVrqPHP.png
4023,Bergdietikon,2875.0,258.0,16,12,8.97391304347826,16.0,2.0,http://i.imgur.com/zqGmpsA.png
4062,Berikon,4753.0,523.0,12,16,11.003576688407321,12.0,2.0,http://i.imgur.com/3Xs5j19.png
4226,Besenbüren,627.0,85.0,15,0-3,13.556618819776714,15.0,2.0,http://i.imgur.com/yiA3B1k.png
4227,Bettwil,662.0,83.0,0-3,6,12.537764350453173,0.0,0.0,http://i.imgur.com/OaApds5.png
4002,Biberstein,1580.0,226.0,11,17,14.303797468354432,11.0,2.0,http://i.imgur.com/Kt8HIfM.png
4024,Birmenstorf,2956.0,305.0,14,19,10.317997293640053,14.0,2.0,http://i.imgur.com/z7XUl5Q.png
4092,Birr,4605.0,655.0,44,26,14.223669923995658,44.0,3.0,http://i.imgur.com/8lubMLf.png
4093,Birrhard,747.0,66.0,0-3,0-3,8.835341365461847,0.0,0.0,http://i.imgur.com/vJnLuxW.png
4132,Birrwil,1153.0,117.0,5,6,10.147441457068517,5.0,1.0,http://i.imgur.com/JoWL5vL.png
4192,Boniswil,1480.0,202.0,11,12,13.648648648648647,11.0,2.0,http://i.imgur.com/uBIcVt3.png
4228,Boswil,2870.0,327.0,4,15,11.393728222996517,4.0,1.0,http://i.imgur.com/sxNfHIM.png
4273,Bottenwil,816.0,109.0,0-3,0-3,13.357843137254902,0.0,0.0,http://i.imgur.com/LKmgR6E.png
4063,Bremgarten,8320.0,1085.0,46,55,13.040865384615385,46.0,3.0,http://i.imgur.com/BG0afll.png
4274,Brittnau,3960.0,347.0,18,21,8.762626262626263,18.0,2.0,http://i.imgur.com/pYHLczb.png
4095,Brugg,12651.0,1261.0,55,50,9.967591494743498,55.0,4.0,http://i.imgur.com/V9u6Gti.png
4193,Brunegg,881.0,97.0,6,0-3,11.01021566401816,6.0,1.0,http://i.imgur.com/F3kukwZ.png
4003,Buchs,8018.0,1120.0,35,39,13.96857071588925,35.0,3.0,http://i.imgur.com/qmCDQpo.png
4133,Burg,1013.0,143.0,6,6,14.11648568608095,6.0,1.0,http://i.imgur.com/vOAYsho.png
4230,Buttwil,1239.0,116.0,10,11,9.362389023405973,10.0,1.0,http://i.imgur.com/yppnIDt.png
4302,Böbikon,165.0,,,,,,,http://i.imgur.com/XdM34RQ.png
4303,Böttstein,3926.0,527.0,17,24,13.423331635252165,17.0,2.0,http://i.imgur.com/qhbXZHO.png
4124,Bözberg,1650.0,160.0,9,9,9.696969696969697,9.0,1.0,http://i.imgur.com/Z82TA8D.png
4094,Bözen,801.0,76.0,0-3,0-3,9.488139825218477,0.0,0.0,http://i.imgur.com/4vqxy3h.png
4229,Bünzen,1116.0,121.0,32,9,10.842293906810035,32.0,3.0,http://i.imgur.com/R25JhYh.png
4064,Büttikon,1015.0,173.0,16,29,17.04433497536946,16.0,2.0,http://i.imgur.com/ogYGHIu.png
4004,Densbüren,732.0,62.0,0-3,0-3,8.469945355191257,0.0,0.0,http://i.imgur.com/0PxOfpX.png
4231,Dietwil,1349.0,160.0,0-3,6,11.860637509266123,0.0,0.0,http://i.imgur.com/OzZ1nJd.png
4194,Dintikon,2273.0,275.0,17,11,12.098548174219093,17.0,2.0,http://i.imgur.com/lBAsq7b.png
4065,Dottikon,3904.0,627.0,29,28,16.06045081967213,29.0,2.0,http://i.imgur.com/0mUHtpT.png
4304,Döttingen,4181.0,613.0,26,14,14.661564219086342,26.0,2.0,http://i.imgur.com/vlYGFfx.png
4134,Dürrenäsch,1313.0,176.0,8,8,13.404417364813403,8.0,1.0,http://i.imgur.com/yvxFBnD.png
4096,Effingen,617.0,70.0,4,0-3,11.345218800648297,4.0,1.0,http://i.imgur.com/ZN8SrR2.png
4066,Eggenwil,1038.0,100.0,7,7,9.633911368015415,7.0,1.0,http://i.imgur.com/yYenINV.png
4195,Egliswil,1472.0,151.0,13,11,10.258152173913043,13.0,2.0,http://i.imgur.com/vN2vVQd.png
4049,Ehrendingen,4849.0,520.0,20,32,10.723860589812332,20.0,2.0,http://i.imgur.com/fiW4ip1.png
4161,Eiken,2298.0,278.0,18,21,12.097476066144473,18.0,2.0,http://i.imgur.com/iCYKJYG.png
4097,Elfingen,296.0,,,,,,,http://i.imgur.com/Zf9aMeU.png
4305,Endingen,2567.0,277.0,15,13,10.790806388780679,15.0,2.0,http://i.imgur.com/n2YkuRe.png
